都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,附図番号
北海道,"稚内市,",土地改良,"写測修正,写測修正","5000,,10000","35.0KM2,35.0KM2",稚内開発建設部助言620316A0667,三和航測(株),"62.04.25,62.06.30",612004
北海道,"札幌市,函館市,上砂川町,芽室町,八雲町,厚沢部町,上ノ国町,北檜山町,島牧村,共和町,泊村,神恵内村,恵庭市,南幌町,新冠町,静内町,三石町,様似町,浦河町,増毛町,",郵便地図調整,"編集,編集","40000,,5000","7616.1KM2,221.7KM2",北海道郵政局助言610422A0012,直営,"61.05.12,62.03.31",
青森県,"八戸市,",東北新幹候補路線選定,基準点,1級,5point,日本国有鉄道盛岡工事事務所助言611225B0219,佐藤技術(株),"62.01.10,62.03.20",
青森県,"浪岡町,",道路計画,"基準点,水準","3級,,3級","2point,1point",青森工事事務所助言610627B0049,(株)復建技術コンサルタント,"61.06.20,61.11.29",
青森県,"浪岡町,",道路計画,"基準点,水準","3級,,3級","1point,2point",青森工事事務所助言610705B0059,(株)光生エンジニアリング,"61.06.23,61.09.30",
青森県,"黒石市,",ダム管理,"基準点,水準","3級,,2級","3point,5.0km",浅瀬石川ダム工事事務所助言611112B0163,(株)光生エンジニアリング,"61.11.01,61.11.29",
青森県,"黒石市,",ダム管理,"基準点,水準","3級,,2級","3point,5.0km",浅瀬石川ダム工事事務所助言611112B0164,東北エンジニアリング(株),"61.11.01,61.11.29",
青森県,"青森市,",港湾工事水路測量,基準点,4級,4point,運輸省第二港湾建設局青森港工事事務所助言610717B0067,朝日航洋(株),"61.07.25,61.09.20",
青森県,"青森市,",地盤変動調査,"水準,水準","1級,,2級","40.0km,40.0km",青森県青森市助言610423B0005,東北測量(株),"61.05.23,61.09.20",610034
青森県,"青森市,",地盤変動調査,水準,1級,10.4km,運輸省第二港湾建設局青森港工事事務所助言610506B0008,東北測量(株),"61.05.09,61.09.19",610064
青森県,"青森市,",地盤変動調査,"水準,水準","1級,,2級","3.0km,10.0km",青森県助言610522B0026,東北測量(株),"61.05.17,61.09.20",610245
青森県,"八戸市,",地盤変動調査,水準,1級,63.0km,青森県八戸市助言610924B0111,(株)コサカ技研,"61.09.15,61.11.15",611151
青森県,"上北町,",河川計画,水準,2級,3point,高瀬川総合開発工事事務所助言610521B0023,佐藤測量技術設計(株),"61.06.20,61.09.30",
青森県,"蟹田町,",道路台帳,平板,500,1.7KM2,青森県蟹田町助言610724B0076,(株)コサカ技研,"61.06.23,61.11.30",
青森県,"六ケ所村,",道路台帳,平板,500,0.2KM2,青森県六ケ所村助言611009B0131,(株)コサカ技研,"61.10.03,62.02.20",
青森県,"脇野沢村,",道路台帳,平板,500,0.1KM2,青森県脇野沢村助言610904B0105,(株)みちのく測量,"61.08.20,61.10.19",
青森県,"小泊村,",道路台帳,平板,500,0.1KM2,青森県小泊村助言610910B0109,(株)みちのく測量,"61.08.27,61.10.26",
青森県,"八戸市,階上町,南郷村,福地村,名川町,五戸町,南部町,三戸町,倉石村,田子町,新郷村,十和田湖町,",森林計画,撮影,16000,1080.0KM2,青森県助言610606B0035,東日本航空(株),"61.05.20,61.11.20",610397
青森県,"東通村,",農地開発,"撮影,写測修正","25000,,5000","135.0KM2,10.0KM2",東北農政局津軽総合開発調査事務所助言610701B0056,国際航業(株),"61.06.11,61.09.08",610597
青森県,"鰺ヶ沢町,",道路台帳,"撮影,写測図化","8000,,1000","49.0KM2,1.0KM2",青森県鯵ケ沢町助言611110B0161,国際航業(株),"61.10.30,62.03.31",611555
青森県,"百石町,下田町,三沢市,十和田市,上北町,天間林村,",道路計画,"撮影,写測図化","8000,,1000","30.9KM2,11.5KM2",青森県十和田土木事務所助言610829B0102,アジア航測(株),"61.07.09,61.11.15",611037
青森県,"下田町,",道路計画,"撮影,写測図化","8000,,1000","5.4KM2,0.6KM2",青森県十和田土木事務所助言611125B0187,アジア航測(株),"61.11.05,62.02.11",611647
青森県,"六ケ所村,",港湾計画,"撮影,写測図化","10000,,2500","16.5KM2,9.1KM2",運輸省第二港湾建設局八戸港工事事務所助言611119B0172,東北測量(株),"61.10.22,62.03.05",611580
青森県,"黒石市,",道路台帳,"撮影,写測図化","8000,,1000","89.0KM2,14.8KM2",青森県黒石市助言620331B0240,東北測量(株),"62.03.09,63.01.31",612053
青森県,"倉石村,",農地開発,写測図化,1000,0.3KM2,東北農政局五戸台地開拓建設事業所助言610521B0021,国際航業(株),"61.05.08,61.06.26",
青森県,"蟹田町,蓬田村,",鉄道計画,写測図化,2500,4.8KM2,日本鉄道建設公団盛岡支社助言611125B0184,国際航業(株),"61.11.04,62.01.12",611644
青森県,"弘前市,",下水道現況平面図,写測図化,500,0.9KM2,青森県弘前市助言611022B0142,(株)パスコ,"61.10.16,62.01.31",
青森県,"黒石市,",農地開発,写測図化,1000,0.4KM2,東北農政局浪岡東部台地開拓建設事業所助言610517B0016,アジア航測(株),"61.04.24,61.07.22",
青森県,"青森市,蓬田村,",鉄道計画,"写測図化,写測修正","2500,,2500","4.2KM2,4.2KM2",日本鉄道建設公団盛岡支社助言611125B0183,アジア航測(株),"61.11.04,62.01.12",611643
青森県,"階上町,",農地開発,写測図化,1000,3.0KM2,東北農政局八戸平開拓建設事業所助言620317B0236,アジア航測(株),"62.02.18,62.03.31",612000
青森県,"八戸市,",道路計画,写測図化,1000,0.3KM2,青森工事事務所助言611023B0147,東北測量(株),"61.10.01,61.11.10",
青森県,"新郷村,",農地開発,写測図化,1000,1.4KM2,東北農政局五戸台地開拓建設事業所助言610513B0013,北海航測(株),"61.04.23,61.07.31",
青森県,"八戸市,十和田市,五戸町,下田町,六戸町,上北町,七戸町,天間林村,青森市,",鉄道計画,写測図化,500,6.7KM2,日本国有鉄道盛岡工事事務所助言611119B0171,"(株)コサカ技研,朝日航洋(株),アジア航測(株),国際航業(株),第一復建(株),東北測量(株)","61.11.05,62.02.15",
青森県,"三戸町,",郵便地図調整,編集,10000,2199.0KM2,東北郵政局助言610506B0007,直営,"61.05.10,61.10.30",
岩手県,"湯田町,",道路計画,"基準点,水準","1級,,3級","13point,20point",日本道路公団仙台建設局横手工事事務所助言610924B0113,国際航業(株),"61.09.20,61.12.20",
岩手県,"岩手町,",鉄道路線候補選定,基準点,1級,3point,日本国有鉄道盛岡工事事務所助言611218B0207,(株)パスコ,"61.12.20,62.03.10",
岩手県,"一戸町,",鉄道計画,基準点,1級,3point,日本国有鉄道盛岡工事事務所助言611125B0185,東北測量(株),"61.12.01,62.02.28",
岩手県,"北上市,和賀町,",道路計画,"基準点,水準","1級,,3級","6point,9point",道路公団仙台建設局横手工事事務所助言610924B0115,(株)帝国コンサルタント,"61.09.20,61.12.20",
岩手県,"前沢町,",土地区画整理,"基準点,平板","2級,,500","5point,0.2KM2",岩手県前沢町助言610423B0003,(株)八州,"61.04.10,61.06.30",
岩手県,"陸前高田市,",道路計画,基準点,3級,1point,岩手県大船渡土木事務所助言611022B0140,(財)林業土木コンサルタンツ,"61.10.20,62.01.20",
岩手県,"江刺市,一戸町,",河川管理,水準,2級,9point,東北農政局助言611022B0144,東北エンジニアリング(株),"61.09.27,61.12.05",
岩手県,"水沢市,",土地区画整理,平板,500,0.1KM2,岩手県水沢市助言620331B0237,(株)八州,"62.03.12,62.04.15",
岩手県,"松尾村,",現況平面図及び求積図,平板,1000,0.2KM2,岩手県企業局助言610529B0027,(株)パスコ,"61.05.24,61.06.30",
岩手県,"盛岡市,",土地区画整理,平板,500,0.4KM2,岩手県盛岡市助言610927B0122,アジア航測(株),"61.09.02,61.12.10",
岩手県,"花巻市,",豊沢湖地域平面図,"撮影,写測図化","8000,,1000","10.6KM2,2.4KM2",岩手県花巻地方振興局花巻土地改良事業所助言611119B0173,国際航業(株),"61.11.13,62.02.28",611581
岩手県,"遠野市,東和町,宮守村,江刺市,住田町,大東町,東山町,千厩町,川崎村,藤沢町,室根村,",森林計画,撮影,16000,1192.0KM2,岩手県助言610517B0014,(株)八州,"61.05.07,61.11.29",610155
岩手県,"盛岡市,",道路台帳,"撮影,撮影,写測図化,写測図化","8000,,4000,,1000,,500","202.0KM2,72.0KM2,6.5KM2,19.0KM2",岩手県盛岡市助言610829B0100,(株)パスコ,"61.08.13,62.04.20",611035
岩手県,"和賀町,湯田町,",道路計画,撮影,7000,51.3KM2,道路公団仙台建設局横手工事事務所助言610924B0114,(株)パスコ,"61.09.20,61.11.27",611154*
岩手県,"大船渡市,",道路計画,撮影,12500,33.0KM2,三陸国道工事事務所助言611125B0182,アジア航測(株),"61.10.31,61.12.19",611642
岩手県,"種市町,久慈市,野田村,普代村,岩泉町,田野畑村,宮古市,三陸町,大船渡市,陸前高田市,山田町,大槌町,釜石市,",海岸台帳,撮影,10000,441.5KM2,岩手県助言611209B0197,アジア航測(株),"61.11.04,62.02.21",611718
岩手県,"田野畑村,大船渡市,陸前高田市,釜石市,久慈市,",河川台帳,"撮影,写測図化","10000,,2000","206.3KM2,13.1KM2",岩手県助言611209B0198,アジア航測(株),"61.11.04,62.03.15",
岩手県,"胆沢町,",道路台帳,"撮影,写測図化","8000,,1000","17.0KM2,0.5KM2",岩手県胆沢町助言611030B0151,第一航業(株),"61.10.25,62.03.10",611507
岩手県,"湯田町,",鉱害防止工事,"撮影,写測図化","8000,,1000","2.8KM2,0.5KM2",金属鉱業事業団助言611110B0160,日鉄鉱コンサルタント(株),"61.11.01,62.01.30",
岩手県,"二戸市,",馬淵川沿岸平面図,"撮影,写測図化","12500,,2500","66.1KM2,6.0KM2",東北農政局助言611212B0203,(株)三祐コンサルタンツ,"61.11.20,62.02.27",611734
岩手県,"一戸町,",道路計画,"撮影,写測図化,写測図化","12500,,5000,,2500","45.2KM2,10.2KM2,3.8KM2",北上川ダム統合管理事務所助言611120B0181,東北写測(株),"61.11.14,62.01.20",611594
岩手県,"北上市,",文化財調査,写測図化,1000,1.0KM2,岩手県北上市助言610924B0116,東日本航空(株),"61.08.01,61.10.20",
岩手県,"胆沢町,",ダム計画,写測図化,2500,6.5KM2,新石淵ダム調査事務所助言610517B0017,国際航業(株),"61.05.12,61.07.20",610157
岩手県,"岩泉町,",道路計画,写測図化,1000,0.7KM2,三陸国道工事事務所助言610815B0088,国際航業(株),"61.07.24,61.10.31",
岩手県,"岩泉町,田野畑村,",道路計画,写測図化,2500,6.1KM2,三陸国道工事事務所助言611009B0128,国際航業(株),"61.10.01,61.11.15",611264
岩手県,"和賀町,湯田町,",道路計画,写測図化,1000,3.8KM2,日本道路公団仙台建設局横手工事事務所助言611212B0205,国際航業(株),"61.12.05,62.03.21",
岩手県,"山田町,",道路計画,写測図化,1000,1.0KM2,三陸国道工事事務所助言610815B0089,(株)写測,"61.08.21,61.10.31",
岩手県,"花巻市,",道路計画,写測図化,1000,3.2KM2,岩手工事事務所助言610529B0029,(株)パスコ,"61.05.27,61.08.30",610323
岩手県,"大船渡市,",道路計画,写測図化,2500,5.7KM2,三陸国道工事事務所助言620225B0230,アジア航測(株),"62.02.10,62.03.25",
岩手県,"二戸市,一戸町,",馬淵川沿岸地区平面図,写測図化,2500,7.0KM2,東北農政局助言611110B0159,北海航測(株),"61.11.01,61.11.25",611553
岩手県,"胆沢町,",ダム管理,写測図化,1000,1.8KM2,新石淵ダム調査事務所助言610522B0024,セントラル航業(株),"61.05.02,61.07.15",
岩手県,"大船渡市,",ダム計画,写測図化,2000,3.6KM2,岩手県大船渡土木事務所助言610829B0101,朝日航洋(株),"61.08.21,61.09.30",611036
岩手県,"盛岡市,一関市,",郵便地図調整,編集,10000,2199.0KM2,東北郵政局助言610506B0007,直営,"61.05.10,61.10.30",
宮城県,"仙台市,",道路台帳,"基準点,平板","2級,,500","22point,0.3KM2",宮城県仙台市助言610423B0004,富士測量(株),"61.05.01,62.03.31",
宮城県,"河南町,",公共用地取得,"基準点,平板","2級,,500","6point,0.2KM2",宮城県河南町助言610506B0009,(株)西條測量設計コンサルタント,"61.05.01,61.09.12",
宮城県,"鳴子町,",ダム用地境界調査,基準点,3級,13point,鳴子ダム管理所助言610815B0090,(株)光生エンジニアリング,"61.07.30,61.12.10",
宮城県,"気仙沼市,",地盤変動調査,水準,1級,15.5km,宮城県気仙沼市助言611128B0191,東日本航空(株),"61.10.20,61.11.29",611667
宮城県,"仙台市,塩竈市,名取市,多賀城市,岩沼市,利府町,",地盤変動調査,水準,1級,258.6km,宮城県助言610904B0107,アジア航測(株),"61.08.29,62.02.10",611084
宮城県,"古川市,",地盤変動調査,水準,1級,18.2km,宮城県古川市助言611209B0199,(株)協同測量社,"61.11.27,62.02.10",611720
宮城県,"石巻市,",地盤変動調査,水準,1級,4point,宮城県石巻市助言611023B0150,セントラル航業(株),"61.10.27,62.01.31",611446
宮城県,"北上町,",道路台帳,平板,500,0.4KM2,宮城県北上町助言620122B0224,(株)パスコ,"61.10.01,62.03.20",
宮城県,"古川市,岩出山町,",用水路管理,平板,1000,0.6KM2,東北農政局助言610717B0069,若鈴コンサルタンツ(株),"61.07.10,61.09.22",
宮城県,"女川町,",道路台帳,平板,500,1.5KM2,宮城県女川町助言611218B0209,(株)富士測量,"61.12.21,62.03.20",
宮城県,"仙台市,名取市,岩沼市,",道路計画,平板,1000,14.1KM2,日本道路公団仙台建設局仙台工事事務所助言611209B0195,"高島コンサルタント(株),(株)東建工営,(株)地計社,信和設計(株)","61.12.15,62.04.30",
宮城県,"津山町,",道路台帳,平板,500,3.2KM2,宮城県津山町助言610801B0082,岩倉測量設計(株),"61.04.01,63.03.31",
宮城県,"金成町,",道路台帳,平板,500,3.4KM2,宮城県金成町助言610710B0065,"(株)宮城測量,(株)田中測量設計","61.07.10,62.03.25",
宮城県,"花山村,",道路計画,平板,500,0.8KM2,宮城県花山村助言611112B0165,(株)宮城測量,"61.11.01,62.01.31",
宮城県,"一迫町,",道路台帳,平板,500,5.3KM2,宮城県一迫町助言611112B0166,(株)宮城測量,"61.11.01,62.03.20",
宮城県,"志波姫町,",道路台帳,平板,500,0.5KM2,宮城県志波姫町助言620117B0221,(株)宮城測量,"61.12.25,62.03.25",
宮城県,"鳴瀬町,",道路台帳,平板,500,2.2KM2,宮城県鳴瀬町助言610620B0043,富士測量(株),"61.06.21,61.11.30",
宮城県,"仙台市,",道路台帳,平板,500,0.9KM2,宮城県仙台市助言610701B0054,富士測量(株),"61.06.23,62.03.31",
宮城県,"雄勝町,",道路台帳,平板,500,1.3KM2,宮城県雄勝町助言610718B0072,富士測量(株),"61.07.15,62.02.28",
宮城県,"女川町,",道路台帳,平板,500,3.0KM2,宮城県女川町助言611016B0136,富士測量(株),"61.10.06,62.03.20",
宮城県,"築館町,",道路台帳,平板,500,1.8KM2,宮城県築館町助言610620B0042,(有)高橋測量設計事務所,"61.06.20,61.12.10",
宮城県,"築館町,",道路台帳,平板,500,4.9KM2,宮城県築館町助言611128B0190,(有)高橋測量設計事務所,"61.11.01,62.03.25",
宮城県,"女川町,",運動場整備,平板,500,0.1KM2,宮城県女川町助言610604B0032,(株)協和測量設計,"61.05.26,61.07.31",
