都道府県名,測量地域,測量目的,測量種別,等級・縮尺,事業量,計画機関,作業機関,実施時期,附図番号
群馬県,"前橋市,",都市計画,"撮影,写測図化","12500,,2500","150.0KM2,150.0KM2",群馬県前橋市,アジア航測(株)590615C0212,"59.06.09,60.10.21",590558
群馬県,"白沢村,",道路台帳,"撮影,撮影,写測図化","4000,,8000,,1000","10.0KM2,28.3KM2,6.8KM2",群馬県白沢村,アジア航測(株)590717C0254,"59.07.16,60.03.15",590569
群馬県,"川場村,",道路台帳,"撮影,写測図化","8000,,1000","85.4KM2,7.5KM2",群馬県川場村,アジア航測(株)591023C0436,"59.10.23,62.01.31",591195
群馬県,"箕郷町,",道路台帳,"撮影,撮影,写測図化","4000,,8000,,1000","12.6KM2,30.7KM2,28.7KM2",群馬県箕郷町,アジア航測(株)591119C0501,"59.11.26,61.12.20",591357
群馬県,"群馬町,",道路台帳,"撮影,写測図化","8000,,1000","21.8KM2,21.8KM2",群馬県群馬町,アジア航測(株)591210C0537,"59.12.10,61.10.31",591444
群馬県,"富岡市,下仁田町,南牧村,松井田町,",道路台帳,"撮影,写測図化","4000,,500","65.0KM2,3.5KM2",群馬県富岡土木事務所,アジア航測(株)591210C0538,"59.12.10,60.03.15",
群馬県,"榛名町,",道路台帳,"撮影,写測図化","8000,,1000","93.2KM2,30.4KM2",群馬県榛名町,関東測量(株)591115C0487,"59.09.20,62.01.31",591352
群馬県,"中之条町,",道路台帳,"撮影,写測図化","8000,,1000","238.0KM2,17.6KM2",群馬県中之条町,第一航業(株)591029C0456,"59.09.25,61.12.20",591215
群馬県,"高山村,",道路台帳,"撮影,写測図化","8000,,1000","63.6KM2,9.6KM2",群馬県高山村,第一航業(株)591126C0508,"59.11.13,61.10.31",591387
群馬県,"吉井町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","14.0KM2,58.0KM2,4.0KM2,26.3KM2",群馬県吉井町,(株)朝日航洋591119C0497,"59.10.06,61.01.30",591363
群馬県,"粕川村,",道路台帳,"撮影,写測図化","8000,,1000","25.7KM2,25.7KM2",群馬県粕川村,技術測量設計(株)590911C0371,"59.09.10,61.12.25",590994
群馬県,"大胡町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","2.4KM2,17.3KM2,2.4KM2,9.8KM2",群馬県大胡町,技研・オウギ共同企業体591016C0429,"59.10.10,61.12.25",591207
群馬県,"東村,",道路台帳,"撮影,写測図化","8000,,1000","33.0KM2,6.4KM2",群馬県東村,技研測量設計(株)591210C0544,"59.12.01,61.12.20",591435
群馬県,"吾妻町,",道路台帳,"撮影,写測図化","8000,,1000","222.0KM2,23.1KM2",群馬県吾妻町,技研測量設計(株)591221C0560,"59.12.15,61.12.20",591518
群馬県,"子持村,",道路台帳,"撮影,写測図化","8000,,1000","41.0KM2,41.0KM2",群馬県子持村,技研測量設計(株)591226C0570,"60.01.05,61.11.30",591622
群馬県,"東村,",道路台帳,"撮影,撮影,写測図化,写測図化","8000,,30000,,1000,,10000","141.7KM2,141.7KM2,14.8KM2,141.7KM2",群馬県東村,技研・オウギ共同企業体600322C0101,"60.03.15,61.11.29",591786
群馬県,"藤岡市,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","54.8KM2,72.9KM2,13.9KM2,15.1KM2",群馬県藤岡市,セントラル航空測量(株)590423C0103,"59.03.18,62.03.10",590251
群馬県,"沼田市,白沢村,利根村,片品村,月夜野町,水上町,新治村,",道路台帳,"撮影,写測図化","4000,,500","56.5KM2,3.4KM2",群馬県沼田土木事務所,セントラル・東亜・両毛共同企業体600118C0017,"59.11.10,60.03.15",
群馬県,"明和村,",都市計画,"撮影,写測図化","8000,,2500","19.1KM2,19.1KM2",群馬県明和村,藤和航測(株)591221C0559,"59.12.15,60.03.25",591519
群馬県,"小野上村,",都市計画,"撮影,写測図化","35000,,10000","28.3KM2,28.3KM2",群馬県小野上村,藤和航測(株)600117C0011,"60.01.14,60.03.25",591609
群馬県,"中之条町,吾妻町,長野原町,高山村,",道路台帳,"撮影,写測図化","4000,,500","67.2KM2,3.4KM2",群馬県中之条土木事務所,朝日航洋(株)591210C0539,"59.11.26,60.03.15",
群馬県,"富岡市,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","23.2KM2,70.4KM2,13.2KM2,19.4KM2",群馬県富岡市,朝日航洋(株)591207C0533,"59.11.06,61.10.31",591441
群馬県,"嬬恋村,草津町,六合村,",活火山対策砂防基礎調査,カラー撮影,12500,443.0KM2,利根川水系砂防工事事務所,国際航業(株)590913C0384,"59.09.17,60.03.11",590978
群馬県,"松井田町,",鉄道計画,"空三,写測図化",",,500","5M,0.3KM2",日本建設公団関東支社,国際航業(株)591214C0549,"59.12.12,60.01.31",
群馬県,"館林市,",道路台帳,"写測図化,編集,編集","1000,,2500,,5000","60.8KM2,60.8KM2,60.8KM2",群馬県館林市,(株)パスコ600129C0042,"59.06.26,61.06.30",591663
群馬県,"境町,",道路台帳,写測図化,1000,27.0KM2,群馬県境町,(株)パスコ600311C0093,"59.12.25,61.11.30",591778
群馬県,"渋川市,子持村,",道路計画,写測図化,1000,0.8KM2,高崎工事事務所,アジア航測(株)591011C0414,"59.10.12,59.12.03",
群馬県,"片品村,",ダム計画,写測図化,2500,9.5KM2,水資源開発公団戸倉ダム調査所,アジア航測(株)600308C0085,"60.02.16,60.03.27",591770
群馬県,"藤岡市,",都市計画,"写測図化,写測図化,写測修正","500,,2500,,10000","2.8KM2,7.1KM2,54.5KM2",群馬県藤岡市,セントラル航業(株)590820C0318,"59.07.10,60.02.28",590726
群馬県,"安中市,榛名町,倉渕村,",鉄道計画,"写測図化,写測図化","500,,2500","0.2KM2,8.5KM2",日本鉄道建設公団関東支社,セントラル航業(株)591119C0500,"59.11.15,60.01.19",
群馬県,"安中市,",道路台帳,写測図化,1000,101.6KM2,群馬県安中市,朝日航洋(株)590823C0337,"59.08.10,61.10.30",590737
群馬県,"松井田町,",鉄道計画,写測図化,500,0.6KM2,日本鉄道建設公団関東支社,朝日航洋(株)591207C0534,"59.11.08,60.02.07",
群馬県,"群馬県,",郵便地図調整,"編集,編集","10000,,25000","1049.0KM2,1977.3KM2",関東郵政局,直営590425C0112,"59.06.01,60.03.31",
埼玉県,"吉川町,",道路台帳,基準点,フリーネット,25point,埼玉県吉川町,(株)パスコ590605C0190,"59.06.05,59.10.31",590315
埼玉県,"北川辺町,",道路台帳,"基準点,撮影,撮影,写測図化","フリーネット,,4000,,12500,,500","25point,21.0KM2,21.0KM2,8.0KM2",埼玉県北川辺町,(株)パスコ591108C0477,"59.11.01,61.12.31",591336
埼玉県,"岩槻市,",道路台帳,"基準点,基準点,撮影,写測図化","1級,,2級,,4000,,500","37point,30point,49.8KM2,49.8KM2",埼玉県岩槻市,国際航業(株)590809C0308,"59.06.21,62.03.31",590720
埼玉県,"大宮市,",道路台帳,"基準点,基準点,撮影,写測図化","1級,,2級,,4000,,500","40point,51point,88.9KM2,22.1KM2",埼玉県大宮市,国際航業(株)591126C0509,"59.09.29,62.03.20",591388
埼玉県,"羽生市,",道路台帳,"基準点,基準点,撮影,写測図化,写測図化","1級,,2級,,4000,,500,,500","30point,68point,59.3KM2,4.3KM2,18.4KM2",埼玉県羽生市,国際航業(株)600322C0104,"60.02.05,61.12.20",591787
埼玉県,"越谷市,",道路台帳,"基準点,基準点,撮影,写測図化,編集,編集","1級,,2級,,4000,,500,,2500,,10000","34point,96point,59.7KM2,59.7KM2,59.7KM2,59.7KM2",埼玉県越谷市,アジア航測(株)590702C0232,"59.07.02,61.12.25",590570
埼玉県,"小川町,",道路台帳,"基準点,基準点,撮影,写測図化","1級,,2級,,4000,,500","17point,27point,59.9KM2,12.9KM2",埼玉県小川町,アジア航測(株)600201C0048,"60.02.10,62.01.31",591658
埼玉県,"玉川村,",道路台帳,基準点,1級,10point,埼玉県玉川村,西武測量設計(株)590517C0114,"59.04.10,59.06.20",590263
埼玉県,"三郷市,",道路台帳,"基準点,平板","2級,,500","91point,3.8KM2",埼玉県三郷市,国際航業(株)590727C0282,"59.05.12,60.06.30",590637
埼玉県,"所沢市,",土地区画整理,"基準点,平板","2級,,500","4point,0.2KM2",埼玉県所沢市,昭和測量工業(株)590822C0332,"59.08.20,60.03.14",
埼玉県,"行田市,",道路台帳,"基準点,平板","2級,,500","38point,1.7KM2",埼玉県行田市,昭和測量工業(株)590926C0402,"59.09.10,60.03.20",590964
埼玉県,"鴻巣市,",都市計画,基準点,2級,2point,埼玉県鴻巣市,昭和測量工業(株)590913C0378,"59.09.17,59.10.10",
埼玉県,"鳩ケ谷市,",道路台帳,"基準点,平板","2級,,500","13point,3.0KM2",埼玉県鳩ケ谷市,昭和測量工業(株)590911C0369,"59.06.29,60.03.31",590996
埼玉県,"東松山市,",道路台帳,基準点,2級,30point,埼玉県東松山市,昭和測量工業(株)591210C0547,"59.12.05,60.03.20",591427
埼玉県,"皆野町,",道路台帳,基準点,2級,15point,埼玉県皆野町,"昭和測量工業(株),(株)関東測量,太平洋航業(株)600129C0044","60.02.01,60.03.31",
埼玉県,"大井町,",道路台帳,"基準点,平板","2級,,500","15point,0.8KM2",埼玉県大井町,(株)埼玉中央測量590926C0406,"59.09.21,60.03.25",590967
埼玉県,"吉見町,",道路台帳,"基準点,平板","2級,,500","16point,38.8KM2",埼玉県吉見町,新日本測量設計(株)600216C0066,"59.06.28,65.03.20",591717
埼玉県,"吉田町,",道路台帳,"基準点,平板","2級,,500","42point,4.7KM2",埼玉県吉田町,"秩父測量設計(株),(株)南建設,荒川測量設計(株),高橋測量設計(株)600121C0023","60.01.12,61.12.25",591639
埼玉県,"秩父市,",道路台帳,"基準点,平板","2級,,500","58point,22.6KM2",埼玉県秩父市,"秩父測量設計(株),(株)南建設,高橋測量設計(株),荒川測量設計(株),武州測量(株)600121C0022","60.01.10,61.12.25",591640
埼玉県,"荒川村,",道路台帳,"基準点,平板","2級,,500","16point,2.2KM2",埼玉県荒川村,武州測量(株)600126C0040,"60.02.01,61.12.25",
埼玉県,"大滝村,",道路台帳,"基準点,平板","3級,,500","93point,2.0KM2",埼玉県大滝村,アジア航測(株)600228C0079,"60.02.19,61.12.25",591774
埼玉県,"大滝村,",ダム計画,基準点,3級,24point,水資源開発公団滝沢ダム建設所,太平洋航業(株)590830C0353,"59.08.14,59.11.01",
埼玉県,"秩父市,荒川村,",ダム計画,基準点,3級,19point,水資源開発公団浦山ダム建設事務所,(株)南建設591121C0511,"59.11.24,60.02.11",
埼玉県,"日高町,",道路台帳,"基準点,平板","3級,,500","21point,0.6KM2",埼玉県日高町,"アトラス測地(株),平和測量(株),関東工営(株)590804C0297","59.08.01,60.02.25",
埼玉県,"東松山市,",下水道計画,"基準点,平板","3級,,500","13point,0.9KM2",埼玉県東松山市,"高瀬設計事務所,東松山測量設計(株)590615C0206","59.06.20,59.11.30",
埼玉県,"川越市,熊谷市,川口市,浦和市,大宮市,行田市,所沢市,飯能市,加須市,本庄市,東松山市,岩槻市,春日部市,狭山市,羽生市,鴻巣市,深谷市,上尾市,与野市,草加市,",地盤変動調査,水準,1級,1555.0km,埼玉県,(株)朝日航洋591119C0502,"59.11.21,60.02.20",591645
埼玉県,"飯能市,",土地区画整理,平板,500,1.8KM2,住宅・都市整備公団首都圏都市開発本部,富士測量設計(株)590917C0390,"59.09.20,60.08.31",
埼玉県,"与野市,","道路台帳,水路台帳","平板,平板","500,,500","0.3KM2,0.1KM2",埼玉県与野市,国際航業(株)590721C0270,"59.06.08,60.03.15",
埼玉県,"熊谷市,",土地区画整理,平板,500,0.7KM2,埼玉県熊谷市,昭和測量工業(株)590928C0408,"59.09.26,60.02.28",
埼玉県,"上尾市,",土地区画整理,平板,500,0.2KM2,上尾市大谷北部第一特定土地区画整理組合,昭和測量工業(株)591126C0510,"59.11.22,60.03.30",
埼玉県,"鳩山町,",土地区画整理,"平板,基準点","500,,2級","0.2KM2,4point",埼玉県鳩山町,共和コンサルタント(株)591210C0543,"59.11.07,60.03.25",
埼玉県,"草加市,",道路台帳,"平板,基準点","500,,3級","9.6KM2,627point",埼玉県草加市,太平洋航業(株)600124C0029,"59.11.06,62.02.28",
埼玉県,"騎西町,",道路台帳,平板,500,24.1KM2,埼玉県騎西町,(株)日研コンサル591106C0466,"59.11.05,62.03.10",591329
埼玉県,"坂戸市,",土地区画整理,平板,500,0.1KM2,坂戸市西坂戸土地区画整理組合,国土振興技術(株)600125C0035,"60.01.04,60.02.28",
埼玉県,"毛呂山町,",道路台帳,"撮影,写測図化","4000,,500","19.0KM2,5.2KM2",埼玉県毛呂山町,東日本航空(株)590926C0403,"59.09.25,61.03.25",590965
埼玉県,"鶴ヶ島町,",都市計画,"撮影,写測図化,編集,編集","10000,,2500,,10000,,20000","17.7KM2,17.7KM2,17.7KM2,17.7KM2",埼玉県鶴ケ島町,東日本航空(株)591214C0555,"59.12.03,60.03.20",591525
埼玉県,"八潮市,三郷市,",鉄道計画,"撮影,写真図","8000,,1000","46.3KM2,46.3KM2",日本国有鉄道東京第一工事局,東日本航空(株)600221C0071,"60.02.20,60.03.09",
埼玉県,"上尾市,",道路台帳,"撮影,写測図化","4000,,500","45.6KM2,15.9KM2",埼玉県上尾市,国際航業(株)600124C0031,"59.12.21,61.07.31",591635
埼玉県,"深谷市,",都市計画,"撮影,写測図化","12500,,2500","70.0KM2,30.0KM2",埼玉県深谷市,昭和測量工業(株)590717C0255,"59.06.15,59.12.25",590572
埼玉県,"菖蒲町,",下水道計画,"撮影,写測図化","4000,,500","13.3KM2,0.5KM2",埼玉県菖蒲町,(株)八州590416C0083,"59.04.10,59.05.31",590235
埼玉県,"八潮市,",道路台帳,"撮影,写測図化","4000,,500","11.3KM2,1.9KM2",埼玉県八潮市,(株)八州591214C0553,"59.11.07,61.11.16",591523
埼玉県,"秩父市,横瀬村,飯能市,大滝村,毛呂山町,荒川村,名栗村,都幾川村,",森林計画,撮影,16000,336.0KM2,埼玉県,(株)パスコ590703C0234,"59.07.03,59.10.31",590573
埼玉県,"庄和町,",道路台帳,"撮影,基準点,基準点,写測図化","4000,,フリーネット,,2級,,500","28.5KM2,28point,35point,16.4KM2",埼玉県庄和町,(株)パスコ591011C0413,"59.09.20,61.12.31",591198
埼玉県,"児玉町,",道路台帳,"撮影,写測図化","8000,,1000","53.2KM2,19.3KM2",埼玉県児玉町,(株)パスコ591029C0454,"59.10.22,61.10.20",591214
埼玉県,"上里町,",道路台帳,"撮影,写測図化,基準点","8000,,1000,,2級","28.9KM2,13.8KM2,25point",埼玉県上里町,アジア航測(株)591012C0424,"59.09.25,61.10.31",591205
埼玉県,"戸田市,川口市,",河川計画,撮影,12500,123.3KM2,荒川下流工事事務所,アジア航測(株)591210C0546,"59.12.01,60.03.20",
埼玉県,"小鹿野町,",道路台帳,"撮影,撮影,写測図化,写測図化,基準点","4000,,8000,,500,,1000,,2級","16.6KM2,83.4KM2,3.7KM2,9.6KM2,15point",埼玉県小鹿野町,アジア航測(株)600308C0083,"60.03.15,61.11.30",591772
埼玉県,"江南村,",道路台帳,"撮影,写測図化","4000,,500","5.0KM2,4.3KM2",埼玉県江南村,関東測量(株)591119C0488,"59.08.01,60.01.19",591359
埼玉県,"深谷市,",下水道台帳,"撮影,写測図化","4000,,500","6.0KM2,0.5KM2",埼玉県深谷市,三和航測(株)591107C0474,"59.10.15,60.03.20",
埼玉県,"加須市,",道路台帳,"撮影,写測図化,基準点","4000,,500,,1級","58.8KM2,25.8KM2,32point",埼玉県加須市,太平洋航業(株)591023C0433,"59.09.26,61.12.20",591209
埼玉県,"大滝村,",ダム計画,"撮影,写測図化","8000,,1000","13.8KM2,10.2KM2",水資源開発公団滝沢ダム建設所,太平洋航業(株)600111C0007,"59.12.18,60.03.17",591613
埼玉県,"川口市,",公園台帳,"撮影,写測図化","8000,,1000","3.0KM2,1.0KM2",埼玉県川口市,太平洋航業(株)600129C0046,"59.12.28,60.03.20",
埼玉県,"東秩父村,",道路台帳,"撮影,写測図化","4000,,500","36.9KM2,8.3KM2",埼玉県東秩父村,アトラス測地(株)590410C0068,"59.02.01,61.12.20",590237
埼玉県,"都幾川村,",都市計画,"撮影,写測図化,編集","20000,,5000,,10000","41.8KM2,41.8KM2,41.8KM2",埼玉県都幾川村,アトラス測地(株)590804C0301,"59.09.01,60.03.20",590644
埼玉県,"嵐山町,",ほ場整備,"撮影,写測図化,編集","8000,,1000,,2500","2.0KM2,2.0KM2,2.0KM2",埼玉県川越土地改良事務所,日東航空測量(株)590620C0215,"59.05.29,59.09.30",
埼玉県,"児玉町,神川村,",土地改良,"撮影,写測図化","8000,,1000","3.6KM2,0.6KM2",埼玉県本庄土地改良事務所,日東航空測量(株)591126C0513,"59.11.17,60.02.28",
埼玉県,"飯能市,",道路台帳,"撮影,写測図化","8000,,1000","134.1KM2,25.3KM2",埼玉県飯能市,朝日航洋(株)590704C0236,"59.07.01,61.12.25",590571
埼玉県,"和光市,新座市,",道路計画,"カラー撮影,カラー撮影,写真図,写真図","8000,,12500,,8000,,12500","42.0KM2,98.4KM2,42.0KM2,98.4KM2",川崎国道工事事務所,(株)八州600204C0050,"60.01.31,60.03.20",
埼玉県,"川越市,大宮市,東松山市,坂戸市,毛呂山町,鶴ヶ島町,日高町,嵐山町,川島町,鳩山町,",河川計画,カラー撮影,15000,293.0KM2,荒川上流工事事務所,アジア航測(株)600214C0063,"60.02.01,60.03.30",
埼玉県,"三郷市,",管内図作成,"カラー撮影,空三,カラー撮影,空三,カラー撮影,空三","4000,,,,12500,,,,30000,,","40.8KM2,120M,426.5KM2,129M,895.1KM2,47M",利根川下流工事事務所,アジア航測(株)600213C0060,"60.01.18,60.03.25",
埼玉県,"騎西町,菖蒲町,白岡町,久喜市,",河川計画,"空三,写測図化",",,2500","14M,5.7KM2",埼玉県南部河川改修事務所,太平洋航業(株)600124C0028,"59.12.28,60.03.20",
埼玉県,"羽生市,",都市計画,写測図化,2500,22.8KM2,埼玉県羽生市,(株)オオバ590615C0207,"59.05.28,59.09.29",590557
埼玉県,"秩父市,皆野町,吉田町,小鹿野町,",河川計画,写測図化,2500,2.9KM2,埼玉県南部河川改修事務所,アジア航測(株)600114C0009,"59.12.21,60.03.20",
埼玉県,"飯能市,毛呂山町,日高町,",河川計画,写測図化,2500,19.1KM2,埼玉県南部河川改修事務所,アジア航測(株)600109C0572,"59.11.03,60.03.20",
