都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,,,2018.01.09計算結果に基づく修正
北海道,"静内町,三石町,",道路計画,"撮影,撮影","8000,,12500","9.5KM2,19.8KM2",室蘭開発建設部助言630926A0525,シン航空写真(株),"63.09.07,63.11.30",,,
北海道,"岩内町,泊村,神恵内村,",道路危険箇所調査,撮影,8000,23.2KM2,小樽開発建設部助言631101A0604,シン航空写真(株),"63.08.06,01.03.25",,,
北海道,"壮瞥町,",土地利用計画,"撮影,撮影,写測図化,写測図化","12500,,8000,,2500,,1000","270.1KM2,41.0KM2,41.6KM2,8.4KM2",北海道壮瞥町助言6307●A0382,大橋調査(株),"63.07.20,01.02.28",,,
北海道,"夕張市,栗山町,",道営農地総合開発整備事業,"撮影,写測図化","8000,,1000","75.0KM2,2.0KM2",北海道空知支庁助言630615A0262,北海航測(株),"63.06.01,63.09.30",,,
北海道,"丸瀬布町,白滝村,",農免農道整備事業計画図作成,"撮影,写測図化","10000,,2500","23.6KM2,16.2KM2",北海道網走支庁助言630622A0314,北海航測(株),"63.06.20,63.09.30",,,
北海道,"足寄町,",林業構造改善事業,"撮影,写真図","20000,,5000","570.0KM2,570.0KM2",北海道足寄町森林組合助言630815A0458,北海航測(株),"63.07.14,63.10.31",,,
北海道,"苫小牧市,豊浦町,",草地整備改良事業計画,"撮影,写真図","25000,,5000","277.8KM2,162.4KM2",北海道胆振支庁助言630905A0493,北海航測(株),"63.08.26,63.12.10",,,
北海道,"上川町,愛別町,",石狩川改修計画,"撮影,写測図化","12500,,2500","270.0KM2,14.0KM2",旭川開発建設部助言630617A0283,三和航測(株),"63.07.01,63.11.30",,,
北海道,"札幌市,",ダム貯水池平面図作成,"撮影,写測図化","12500,,2500","29.8KM2,10.8KM2",石狩川開発建設部助言630919A0514,三和航測(株),"63.07.20,63.11.30",,,
北海道,"苫小牧市,白老町,鵡川町,穂別町,平取町,門別町,",河川計画,"撮影,写測図化","12500,,2500","360.0KM2,5.7KM2",室蘭開発建設部助言630919A0521,三和航測(株),"63.08.31,63.12.23",,,
北海道,"札幌市,苫小牧市,江別市,千歳市,恵庭市,広島町,南幌町,長沼町,早来町,厚真町,鵡川町,",河川計画(千歳川放水路),"撮影,写真図","12500,,10000","997.8KM2,363.2KM2",石狩川開発建設部助言630926A0524,三和航測(株),"63.08.27,01.02.22",,,
北海道,"帯広市,幕別町,中札内村,",道路計画,"撮影,写測図化","8000,,1000","27.2KM2,3.0KM2",帯広開発建設部助言630630A0343,北海道測量事業協同組合,"63.06.04,63.10.01",,,
北海道,"釧路市,釧路町,標茶町,弟子屈町,鶴居村,中標津町,標津町,白糠町,音別町,",河川計画,"撮影,撮影","12500,,30000","556.6KM2,228.4KM2",釧路開発建設部助言630919A0518,北海道測量事業協同組合,"63.09.03,01.01.30",,,
北海道,"幕別町,",上水道台帳図作成,"撮影,写測図化","8000,,1000","20.0KM2,4.5KM2",北海道幕別町助言630615A0265,北王コンサルタント(株),"63.05.25,63.10.31",,,
北海道,"虻田町,",道路台帳,"撮影,写測図化","8000,,1000","5.4KM2,1.2KM2",北海道虻田町助言630823A0459,(株)道測調査設計,"63.08.03,63.10.11",,,
北海道,"森町,",都市計画,"撮影,写測図化","12500,,2500","46.4KM2,14.4KM2",北海道森町助言631102A0619,(株)道測調査設計,"63.10.17,01.03.30",,,
北海道,"鵡川町,穂別町,平取町,門別町,新冠町,静内町,三石町,浦河町,様似町,えりも町,広尾町,八雲町,長万部町,瀬棚町,北檜山町,今金町,",地域森林計画業務,撮影,20000,3988.0KM2,北海道林務部助言630617A0281,"北海道航空(株),北海航測(株)","63.05.30,63.11.30",,,
北海道,"富良野市,美瑛町,上富良野町,中富良野町,南富良野町,",土地改良,"撮影,撮影,写測図化,写測図化","8000,,20000,,1000,,5000","47.0KM2,88.0KM2,0.1KM2,3.0KM2",旭川開発建設部助言630621A0292,朝日航洋(株),"63.06.13,63.07.30",,,
北海道,"夕張市,",道路計画(夕張市東部),"撮影,写測図化","12500,,2500","11.5KM2,17.0KM2",北海道夕張市助言630714A0396,朝日航洋(株),"63.07.01,01.03.20",,,
北海道,"紋別市,",都市計画,"撮影,写測修正,写測修正","4000,,500,,2500","26.8KM2,1.9KM2,19.0KM2",北海道紋別市助言630729A0426,朝日航洋(株),"63.07.12,01.03.10",,,
北海道,"幌延町,",河川改修計画平面図作成,"撮影,写測図化","12500,,2500","76.1KM2,8.3KM2",留萌開発建設部助言630524A0163,日測技研(株),"63.05.14,63.12.23",,,
北海道,"名寄市,士別市,風連町,",天●改修計画,"撮影,写測図化","12500,,2500","259.5KM2,18.5KM2",旭川開発建設部助言630617A0284,日測技研(株),"63.07.01,63.11.30",,,
北海道,"札幌市,岩見沢市,美唄市,江別市,滝川市,砂川市,深川市,石狩町,当別町,新篠津村,北村,奈井江町,月形町,浦臼町,新十津川町,妹背牛町,雨竜町,",石狩川治水計画,"撮影,写測図化","25000,,5000","740.6KM2,106.5KM2",石狩川開発建設部助言630719A0406,日測技研(株),"63.07.11,63.12.09",,,
北海道,"本別町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","5.0KM2,394.6KM2,5.0KM2,19.0KM2",北海道本別町助言630411A0006,シン航空・十勝測量共同企業体,"63.04.12,01.02.28",,,
北海道,"登別市,",都市計画図,"カラー撮影,写測図化,写測修正","12500,,2500,,2500","129.0KM2,3.9KM2,33.9KM2",北海道登別市助言630413A0017,シン航空写真(株),"63.04.12,63.11.30",,,
北海道,"苫小牧市,厚真町,鵡川町,門別町,",道路計画,"空三,写測図化",",,5000","10M,65.2KM2",室蘭開発建設部助言630520A0155,(株)パスコ,"63.05.13,63.07.20",,,
北海道,"滝川市,",1/2500都市計画図作成,写測図化,2500,14.8KM2,北海道滝川市助言631110A0633,国際航業(株),"63.10.24,01.02.15",,,
北海道,"幌加内町,",道路計画,写測図化,1000,2.1KM2,札幌開発建設部助言630426A0070,(株)八州,"63.04.28,63.08.30",,,
北海道,"夕張市,",道路計画,写測図化,5000,5.1KM2,札幌開発建設部助言630426A0072,(株)八州,"63.04.28,63.08.30",,,
北海道,"猿払村,",道路計画,写測図化,1000,1.1KM2,稚内開発建設部助言630621A0295,(株)八州,"63.06.13,63.09.01",,,
北海道,"旭川市,美瑛町,",道路計画(丸子山・美瑛),写測図化,2500,7.6KM2,旭川開発建設部助言630622A0308,(株)八州,"63.06.07,63.11.15",,,
北海道,"興部町,雄武町,",道路計画,写測図化,2500,16.0KM2,網走開発建設部助言630623A0323,(株)八州,"63.06.08,63.08.25",,,
北海道,"浦幌町,",道路計画,写測図化,1000,0.6KM2,帯広開発建設部助言630630A0345,(株)八州,"63.06.27,63.08.30",,,
北海道,"島牧村,",道路計画(道道島牧美利河線),写測図化,2500,5.2KM2,小樽開発建設部助言630823A0462,(株)八州,"63.08.20,63.12.15",,,
北海道,"月形町,",道路計画(一般国道275号),写測図化,2500,4.9KM2,札幌開発建設部助言631003A0546,(株)八州,"63.10.01,63.11.30",,,
北海道,"夕張市,由仁町,厚真町,",道路計画(一般道道夕張厚真線),写測図化,1000,0.9KM2,札幌開発建設部助言631003A0547,(株)八州,"63.10.01,63.11.30",,,
北海道,"木古内町,上磯町,",道路計画,写測図化,5000,27.3KM2,函館開発建設部助言631014A0569,(株)八州,"63.10.11,63.11.30",,,
北海道,"足寄町,",道路計画(足寄町上螺碗),写測図化,1000,0.6KM2,帯広開発建設部助言630630A0344,(株)パスコ,"63.06.11,63.08.09",,,
北海道,"泊村,神恵内村,",道路計画(国道229号),写測図化,1000,1.2KM2,小樽開発建設部助言631031A0609,(株)パスコ,"63.10.29,01.03.10",,,
北海道,"富良野市,",森林計画,写測図化,5000,23.9KM2,東京大学農学部附属演習林北海道演習林助言631031A0614,(株)パスコ,"63.10.25,63.12.15",,,
北海道,"室蘭市,",道路計画,写測図化,1000,1.0KM2,室蘭開発建設部室蘭道路事務所助言010112A0691,(株)パスコ,"01.01.11,01.03.20",,,
北海道,"乙部町,",道路及び河川の管理,写測図化,1000,13.8KM2,北海道乙部町助言010131A0695,アジア航測(株),"01.01.23,01.02.25",,,
北海道,"乙部町,",道路及び河川の管理,写測図化,1000,13.8KM2,北海道乙部町助言010225A0695,アジア航測(株),"01.01.23,01.02.25",,,
北海道,"南茅部町,",道路計画(国道278号),写測図化,1000,1.3KM2,函館開発建設部助言630623A0320,シン航空写真(株),"63.07.20,63.10.27",,,
北海道,"赤井川村,",道路改築のための道路計画図作成,写測図化,1000,1.8KM2,小樽開発建設部小樽道路事務所助言631014A0572,シン航空写真(株),"63.09.30,01.03.20",,,
北海道,"三石町,",道路計画,写測図化,1000,1.2KM2,室蘭開発建設部助言631220A0678,シン航空写真(株),"63.11.30,01.03.10",,,
北海道,"厚田村,浜益村,",国道231号浜益村防災対策検討,写測図化,1000,3.0KM2,札幌開発建設部助言631014A0580,北海道開発コンサルタント(株),"63.10.20,01.03.20",,,
北海道,"名寄市,",都市計画図作成,写測図化,10000,34.5KM2,北海道名寄市助言630523A0123,北海航測(株),"63.04.18,63.06.04",,,
北海道,"芦別市,",地域開発計画,写測図化,1000,4.0KM2,北海道芦別市助言630714A0393,北海航測(株),"63.06.20,63.07.30",,,
北海道,"浦河町,",都市計画図作成,写測図化,2500,5.0KM2,北海道浦河町助言631220A0676,北海航測(株),"63.12.15,01.02.15",,,
北海道,"留萌市,",河川改修平面図,写測図化,2500,16.8KM2,留萌開発建設部助言630520A0148,三和航測(株),"63.05.14,63.12.23",,,
北海道,"生田原町,",国営農地開発事業の地形図作成,写測図化,5000,20.0KM2,網走開発建設部助言630603A0220,三和航測(株),"63.06.04,63.09.24",,,
北海道,"紋別市,",河川改修計画,写測図化,2500,4.0KM2,網走開発建設部助言630616A0276,三和航測(株),"63.05.28,63.11.18",,,
北海道,"猿払村,",土地改良,写測図化,5000,11.0KM2,稚内開発建設部助言630617A0285,三和航測(株),"63.06.10,63.07.30",,,
北海道,"留辺蘂町,",39号イトムカ地区道路改築,写測図化,2500,5.0KM2,網走開発建設部助言630722A0412,三和航測(株),"63.07.14,63.07.29",,,
北海道,"浦幌町,大樹町,本別町,池田町,豊頃町,士幌町,音更町,",十勝川水系河川改修計画,写測図化,2500,132.4KM2,帯広開発建設部助言630919A0517,北海道測量事業協同組合,"63.08.27,01.03.14",,,
北海道,"猿払村,",土地改良,写測図化,5000,15.3KM2,稚内開発建設部助言630617A0286,朝日航洋(株),"63.06.10,63.07.30",,,
北海道,"遠軽町,",河川計画(湧別川改修),写測図化,2500,11.8KM2,網走開発建設部助言630706A0374,日測技研(株),"63.06.25,63.12.16",,,
北海道,"豊浦町,蘭越町,",新富土地改良事業の調査計画,写測図化,1000,1.1KM2,室蘭開発建設部助言630704A0360,(株)斉藤調査設計事務所,"63.07.11,63.11.30",,,
北海道,"歌登町,",国営土地改良の全体計画,写測修正,5000,25.5KM2,稚内開発建設部助言630622A0311,北海航測(株),"63.06.11,63.07.30",,,
北海道,"中札内村,",都市計画,"編集,編集,編集","2500,,5000,,10000","5.7KM2,5.7KM2,5.7KM2",北海道中札内村助言010313A0700,北海航測(株),"01.03.01,01.05.31",,,
北海道,"小樽市,釧路市,帯広市,北見市,岩見沢市,網走市,留萌市,苫小牧市,稚内市,美唄市,赤平市,士別市,名寄市,千歳市,登別市,",郵便地図調製,"編集,編集","5000,,40000","3199.0KM2,9500.9KM2",北海道郵政局助言630411A0007,直営,"63.05.06,01.03.31",,,
青森県,"西目屋村,",森林計画,基準点,1級,2point,秋田県山本土木事務所助言630813B0113,(有)石川測量設計,"63.08.10,63.09.10",,,
青森県,"弘前市,",土地区画整理,"基準点,平板","2級,,500","5point,0.3KM2",弘前市安原土地区画整理組合助言010110B0277,(株)双葉,"63.11.10,01.02.10",,,
青森県,"六ケ所村,",港湾計画,"基準点,水準","2級,,3級","4point,4point",運輸省第二港湾建設局八戸港工事事務所助言630502B0006,(株)コサカ技研,"63.05.10,63.06.10",,,
青森県,"八戸市,",道路計画,"基準点,水準","2級,,3級","2point,1point",青森工事事務所助言630708B0066,(株)綜合技術コンサルタント,"63.06.07,63.09.20",,,
青森県,"黒石市,平賀町,",貯水池管理,"基準点,水準","3級,,2級","19point,18.0km",浅瀬石川ダム工事事務所助言630627B0055,(株)北日本建設コンサルタント,"63.06.09,63.08.31",,,
青森県,"八戸市,階上町,",道路計画,"基準点,水準","3級,,3級","1point,2point",青森工事事務所助言010124B0293,セントラルコンサルタント(株),"63.11.16,01.03.20",,,
青森県,"八戸市,",道路計画,"基準点,水準,平板","3級,,3級,,500","7point,7point,0.4KM2",青森工事事務所助言630623B0053,佐藤技術(株),"63.06.17,63.08.30",,,
青森県,"青森市,",国有林野経営,基準点,4級,3point,青森県農村開発公社助言630826B0123,(財)林業土木コンサルタンツ,"63.08.19,63.09.20",,,
青森県,"蟹田町,",道路台帳,"基準点,平板","4級,,500","2.5km,0.8KM2",青森県蟹田町助言010110B0283,(株)コサカ技研,"63.11.01,01.02.20",,,
青森県,"青森市,",地盤変動調査,"水準,水準","1級,,2級","40.0km,40.0km",青森県青森市助言630419B0002,東北測量(株),"63.05.25,63.06.24",,,
青森県,"青森市,",地盤変動調査,"水準,水準","1級,,2級","3.0km,10.0km",青森県助言630502B0005,東北測量(株),"63.05.10,63.06.10",,,
青森県,"青森市,",港湾工事及び地盤沈下対策,水準,1級,10.4km,運輸省第二港湾建設局青森港工事事務所助言630509B0010,東北測量(株),"63.05.16,63.09.26",,,
青森県,"八戸市,",地盤変動調査,"水準,水準","1級,,2級","63.0km,3.5km",青森県八戸市助言630901B0130,佐藤技術(株),"63.09.08,63.11.08",,,
青森県,"弘前市,",国道7号改築計画,水準,3級,1point,青森工事事務所助言631202B0254,東邦技術(株),"63.11.09,01.03.15",,,
青森県,"六ケ所村,",道路台帳,平板,500,0.2KM2,青森県六ケ所村助言631118B0219,(株)コサカ技研,"63.11.07,01.03.20",,,
青森県,"八戸市,",土地区画整理,平板,500,0.5KM2,八戸市湊高台第一土地区画整理組合助言630813B0114,佐藤技術(株),"63.08.13,63.10.06",,,
青森県,"弘前市,",土地区画整理,平板,500,0.7KM2,弘前市宮川土地区画整理組合助言631212B0263,佐藤技術(株),"63.12.05,63.12.30",,,
青森県,"青森市,",道路台帳,平板,500,2.4KM2,青森県青森市助言630907B0135,(株)みちのく測量,"63.09.05,01.02.20",,,
青森県,"十和田市,七戸町,十和田湖町,六ケ所村,東通村,",森林計画,撮影,16000,602.0KM2,青森県助言630530B0022,東日本航空(株),"63.05.02,63.11.10",,,
青森県,"青森市,五所川原市,浪岡町,鶴田町,",道路計画,"撮影,写測図化","12500,,2500","89.1KM2,20.4KM2",青森工事事務所助言631122B0224,国際航業(株),"63.11.02,01.01.25",,,
青森県,"青森市,",道路計画,"撮影,写測図化","8000,,1000","24.5KM2,2.4KM2",青森工事事務所助言631006B0164,(株)パスコ,"63.09.21,63.12.19",,,
青森県,"八戸市,百石町,下田町,",都市計画,"撮影,撮影,写測図化,写測修正,写測修正","30000,,12500,,2500,,2500,,10000","310.0KM2,316.0KM2,12.0KM2,140.1KM2,76.3KM2",青森県助言631107B0207,(株)パスコ,"63.10.20,01.03.20",,,
青森県,"西目屋村,",ダム計画,"撮影,写測図化","8000,,1000","71.4KM2,0.5KM2",助言631011B0169,アジア航測(株),"63.10.03,01.01.31",,,
青森県,"黒石市,",道路計画,"撮影,写測図化","8000,,1000","9.5KM2,1.2KM2",青森県弘前土木事務所助言631109B0211,アジア航測(株),"63.10.21,01.01.28",,,
