都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,2018.01.10地名修正
北海道,"東川町,",道路計画(野花南),写測図化,1000,10.8KM2,旭川開発建設部助言600530A0670,(株)八州,"60.05.11,60.09.30",,,
北海道,"浦幌町,",道路計画(横断自動車道),写測図化,5000,29.6KM2,帯広開発建設部助言601022A1438,(株)八州,"60.10.07,60.11.30",601428,,
北海道,"足寄町,",道路計画(上螺湾道路),写測図化,2500,5.3KM2,帯広開発建設部助言601022A1439,(株)八州,"60.10.07,60.11.30",,,
北海道,"静内町,中札内村,",道路計画,写測図化,1000,9.3KM2,室蘭開発建設部助言600613A0769,"(株)パスコ,シン航空写真(株),(株)八州","60.06.10,60.10.24",,,
北海道,"羽幌町,小平町,",道路計画,写測図化,1000,2.2KM2,留萌開発建設部助言600617A0827,(株)パスコ,"60.06.17,60.09.30",,,
北海道,"美唄市,芦別市,",道路計画(一般道道白川美唄線),写測図化,2500,17.2KM2,札幌開発建設部助言600708A0911,(株)パスコ,"60.06.19,60.09.30",,,
北海道,"斜里町,",災害対策調査図(斜里町日の出),写測図化,2500,0.5KM2,網走開発建設部助言600729A1103,(株)パスコ,"60.06.29,60.09.26",,,
北海道,"紋別市,",道路計画,"写測図化,基準点","1000,,2級","0.4KM2,2point",網走開発建設部助言600905A1261,"(株)パスコ,(株)土木技術コンサルタント","60.08.27,60.10.24",,,
北海道,"月形町,",道路台帳,写測図化,1000,7.3KM2,北海道月形町助言600717A1054,シン航空写真(株),"60.07.05,61.03.20",,,
北海道,"鵡川町,",河川計画,写測図化,2500,4.5KM2,室蘭開発建設部助言601004A1399,シン航空写真(株),"60.09.07,60.12.10",,,
北海道,"豊頃町,",道路計画,写測図化,1000,0.7KM2,帯広開発建設部助言601022A1499,シン航空写真(株),"60.10.01,60.12.24",,,
北海道,"網走市,",土地改良,写測図化,5000,38.0KM2,網走開発建設部助言600708A0927,北海航測(株),"60.06.25,60.10.18",600680,,
北海道,"厚真町,",農地開発,写測図化,1000,0.7KM2,室蘭開発建設部助言600821A1141,和光技研(株),"60.07.27,60.09.13",,,
北海道,"丸瀬布町,白滝村,",土地改良,"写測図化,写測図化","5000,,2000","22.0KM2,1.8KM2",網走開発建設部助言600515A0537,三和航測(株),"60.05.13,60.08.14",,,
北海道,"女満別町,津別町,",河川改修計画,写測図化,2500,18.2KM2,網走開発建設部助言600524A0622,三和航測(株),"60.06.01,60.12.01",600274,,
北海道,"稚内市,",河川改修計画(声問川・増幌川),写測図化,2500,16.0KM2,稚内開発建設部助言600603A0532,"三和航測(株),東日本航空(株)","60.05.25,60.08.22",,,
北海道,"真狩村,",土地改良,写測図化,10000,12.4KM2,小樽開発建設部助言600902A1253,三和航測(株),"60.08.30,60.11.20",601108,,
北海道,"東神楽町,",都市計画,写測図化,2500,2.3KM2,北海道東神楽町助言601213A1693,セントラル航業(株),"60.12.16,61.03.31",,,
北海道,"北見市,訓子府町,置戸町,",農地開発,写測図化,5000,45.0KM2,網走開発建設部助言600717A1001,朝日航洋(株),"60.06.29,60.10.05",600821,,
北海道,"中頓別町,",土地改良,写測図化,5000,17.2KM2,稚内開発建設部助言601120A1605,朝日航洋(株),"60.10.30,61.01.30",,,
北海道,"網走市,",土地改良,写測図化,5000,25.0KM2,網走開発建設部助言601213A1690,朝日航洋(株),"60.10.18,61.01.27",601752,,
北海道,"北見市,端野町,",河川改修計画,写測図化,2500,21.5KM2,網走開発建設部助言600524A0623,日測技研(株),"60.06.01,60.12.01",,,
北海道,"帯広市,",砂防計画,写測図化,2500,7.0KM2,帯広開発建設部助言600708A0926,日測技研(株),"60.06.08,60.08.31",,,
北海道,"天塩町,幌延町,中川町,",天塩川平面図作成,写測図化,2500,47.5KM2,留萌開発建設部助言601120A1588,日測技研(株),"60.11.10,61.03.20",,,
北海道,"鷹栖町,",都市計画,写測修正,2500,1.7KM2,北海道鷹栖町助言601221A1707,セントラル航業(株),"60.12.21,61.05.20",,,
北海道,"遠別町,",道路台帳,編集,1000,14.7KM2,北海道遠別町助言600516A0574,ユニオンデーターシステム(株),"60.02.15,60.06.20",,,
北海道,"幌延町,",農地開発,編集,5000,51.0KM2,留萌開発建設部助言610205A1744,朝日航洋(株),"60.06.01,61.02.25",,,
北海道,"北海道,",郵便地図調整,"編集,編集","40000,,5000","9440.0KM2,264.7KM2",北海道郵政局助言600509A0474,直営,"60.05.20,61.03.31",,,
青森県,"六ケ所村,",港湾計画,"基準点,水準","2級,,1級","6point,3.9km",運輸省第二港湾建設局八戸港工事事務所助言601105B0204,東北測量(株),"60.11.08,60.12.20",,,
青森県,"百石町,",工業用地確定測量,"基準点,平板","2級,,500","3point,0.3KM2",青森県新産業都市建設事業団助言601012B0175,(株)興和測量,"60.09.08,60.12.16",,,
青森県,"青森市,",道路計画,"基準点,水準","3級,,3級","5point,4.8km",青森工事事務所助言600626B0092,パシフィックコンサルタンツ(株),"60.05.11,60.07.31",,,
青森県,"浪岡町,",道路計画,基準点,3級,4point,青森工事事務所助言600523B0057,(株)復建技術コンサルタント,"60.05.20,60.08.31",,,
青森県,"蓬田村,",道路台帳,"基準点,平板","3級,,500","14point,0.5KM2",青森県蓬田村助言600910B0163,(有)福士調査設計事務所,"60.06.28,60.11.30",,,
青森県,"七戸町,上北町,天間林村,",鉄道計画,基準点,3級,9point,日本国有鉄道盛岡工事事務所助言600821B0142,佐藤測量技術設計(株),"60.09.01,60.10.30",,,
青森県,"西目屋村,",道路台帳,"基準点,平板","3級,,500","40point,1.2KM2",青森県西目屋村助言600715B0112,(株)日測技術設計,"60.07.10,61.03.20",600758,,
青森県,"木造町,",道路台帳,"基準点,平板,平板","3級,,500,,1000","6point,0.1KM2,0.2KM2",青森県木造町助言600802B0129,(株)東日路政コンサルタント,"60.08.15,60.09.14",,,
青森県,"階上町,",道路台帳,"基準点,平板,平板","4級,,500,,1000","32point,3.3KM2,4.7KM2",青森県階上町助言600523B0056,"(株)コサカ技研,佐藤測量技術設計(株),(株)興和測量","60.05.22,61.03.10",600252,,
青森県,"今別町,",道路台帳,"基準点,平板","4級,,500","18point,2.0KM2",青森県今別町助言600902B0149,(株)コサカ技研,"60.05.17,62.03.15",601078,,
青森県,"大間町,",道路台帳,"基準点,平板","4級,,500","29point,1.2KM2",青森県大間町助言601004B0169,(株)コサカ技研,"60.10.01,61.03.31",,,
青森県,"六ケ所村,",道路台帳,"基準点,平板","4級,,500","109point,3.0KM2",青森県六ケ所村助言601128B0222,(株)コサカ技研,"60.10.05,61.03.20",601643,,
青森県,"新郷村,",道路台帳,"基準点,平板","4級,,500","69point,3.2KM2",青森県新郷村助言600715B0110,"(有)第一測量設計,(株)コサカ技研","60.05.17,61.03.20",600756,,
青森県,"青森市,",地盤変動調査,"水準,水準","1級,,2級","40.0km,40.0km",青森県青森市助言600430B0045,東北測量(株),"60.05.25,60.06.24",600117,,
青森県,"青森市,",地盤変動調査,"水準,水準","1級,,2級","3.0km,12.0km",青森県助言600430B0046,東北測量(株),"60.05.10,60.06.10",600118,,
青森県,"青森市,",海岸保全,水準,1級,10.4km,運輸省第二港湾建設局青森港工事事務所助言600510B0049,東北測量(株),"60.05.14,60.09.20",,,
青森県,"八戸市,",地盤変動調査,水準,1級,63.0km,青森県八戸市助言600906B0159,(株)興和測量,"60.09.15,60.11.10",601123,,
青森県,"八戸市,",地盤変動調査,"水準,水準","2級,,3級","1.4km,2.0km",青森県新産業都市建設事業団助言601029B0201,根本測量設計(株),"60.09.21,61.03.25",601461,,
青森県,"五戸町,倉石村,新郷村,",農地開発,水準,3級,57.6km,東北農政局五戸台地開拓建設事業所助言600614B0078,日東測量設計(株),"60.06.10,60.07.01",,,
青森県,"青森市,蟹田町,蓬田村,",鉄道計画,水準,3級,33.0km,日本国有鉄道盛岡工事事務所助言600523B0062,直営,"60.06.03,60.06.30",,,
青森県,"南部町,",道路台帳,"撮影,写測図化","8000,,1000","57.2KM2,10.5KM2",青森県南部町助言600709B0107,国際航業(株),"60.07.10,61.10.31",600710,,
青森県,"西目屋村,",ダム計画,"撮影,写測図化","12500,,2500","53.4KM2,3.9KM2",青森工事事務所助言600802B0134,アジア航測(株),"60.07.22,60.09.30",600916,,
青森県,"弘前市,黒石市,大鰐町,浪岡町,平賀町,",森林計画,撮影,16000,247.0KM2,青森県助言600620B0089,東北測量(株),"60.05.16,60.11.30",600522,,
青森県,"五所川原市,",道路台帳,"撮影,写測図化","8000,,1000","156.1KM2,14.3KM2",青森県五所川原市助言600802B0127,東北測量(株),"60.07.20,61.02.15",600909,,
青森県,"三沢市,",都市計画,"撮影,写測図化","12500,,2500","46.0KM2,15.0KM2",青森県助言600821B0138,東北測量(株),"60.08.12,60.12.25",601017,,
青森県,"八戸市,名川町,",鉄道計画,"撮影,写測図化","4000,,500","3.0KM2,3.0KM2",日本国有鉄道盛岡工事事務所助言601012B0179,"東北測量(株),(株)パスコ,朝日航洋(株)","60.10.02,61.01.07",,,
青森県,"大畑町,",道路台帳,"撮影,写測図化","8000,,1000","30.2KM2,3.0KM2",青森県大畑町助言601012B0181,東北測量(株),"60.09.21,62.03.20",601339,,
青森県,"青森市,",鉄道計画,"写測図化,写測図化","500,,1000","0.3KM2,1.5KM2",日本国有鉄道盛岡工事事務所助言601128B0217,東日本航空(株),"60.10.29,61.01.16",,,
青森県,"五戸町,倉石村,新郷村,",農地開発,写測図化,1000,0.3KM2,東北農政局五戸台地開拓建設事業所助言600709B0100,国際航業(株),"60.07.01,60.09.30",,,
青森県,"八戸市,七戸町,上北町,名川町,",鉄道計画,写測図化,2500,1.3KM2,日本国有鉄道盛岡工事事務所助言601128B0216,国際航業(株),"60.10.29,61.01.27",,,
青森県,"浪岡町,",農地開発,写測図化,1000,1.0KM2,東北農政局浪岡東部台地開拓建設事業所助言600902B0151,(株)八州,"60.08.26,60.12.06",,,
青森県,"五戸町,",農地開発,写測図化,1000,1.5KM2,東北農政局五戸台地開拓建設事業所助言601004B0171,北海航測(株),"60.10.01,60.12.15",,,
青森県,"五戸町,",農地開発,写測図化,1000,0.7KM2,東北農政局五戸台地開拓建設事業所助言601128B0218,北海航測(株),"60.11.10,60.12.15",,,
青森県,"青森県,",郵便地図調整,"平板,編集","5000,,25000","95.9KM2,3792.6KM2",東北郵政局助言600430B0042,直営,"60.05.13,60.10.05",,,
岩手県,"北上市,",土地区画整理,"基準点,平板","2級,,500","5point,1.2KM2",岩手県北上市助言601021B0190,東日本航空(株),"60.10.05,61.03.25",,,
岩手県,"北上市,",土地区画整理,"基準点,平板","2級,,500","6point,0.7KM2",黒沢尻東部土地区画整理組合助言600906B0160,昭和測量工業(株),"60.09.02,61.03.20",,,
岩手県,"金ケ崎町,",土地区画整理,"基準点,平板","2級,,500","6point,0.6KM2",岩手県金ケ崎町助言600802B0130,(株)中庭測量コンサルタント,"60.07.29,60.10.30",,,
岩手県,"一戸町,",ダム計画,"基準点,水準","2級,,2級","5point,20.0km",東北農政局助言601025B0197,東北エンジニアリング(株),"60.08.02,60.11.30",,,
岩手県,"釜石市,",道路台帳,"基準点,平板","3級,,500","5point,0.3KM2",岩手県釜石市助言600614B0084,日鉄鉱コンサルタント(株),"60.06.01,61.03.20",,,
岩手県,"軽米町,",道路台帳,"基準点,平板","4級,,500","129point,2.4KM2",岩手県軽米町助言600402B0034,佐藤測量技術設計(株),"60.04.01,60.10.01",600004,,
岩手県,"盛岡市,江刺市,二戸市,雫石町,葛巻町,岩手町,西根町,松尾村,玉山村,",道路台帳,"基準点,平板","4級,,500","180point,12.1KM2",岩手県助言601226B0232,(社)岩手県土木技術センター,"60.12.16,62.03.25",,,
岩手県,"盛岡市,花巻市,北上市,江刺市,水沢市,一関市,都南村,紫波町,矢巾町,石鳥谷町,前沢町,平泉町,",河川計画,水準,2級,158.0km,岩手工事事務所助言600614B0079,"(株)吉田測量設計,(株)北光測量設計コンサルタンツ,田端測量設計(株)","60.04.24,61.03.24",,,
岩手県,"和賀町,",ダム計画,"撮影,写測図化","8000,,1000","25.6KM2,2.8KM2",岩手県入畑北本内ダム建設事務所助言600523B0058,国際航業(株),"60.05.27,60.12.20",600254,,
岩手県,"安代町,",ダム計画,"撮影,撮影,写測図化,写測図化","8000,,4000,,2500,,500","5.8KM2,2.7KM2,1.5KM2,0.3KM2",岩手県荒沢防災ダム工事事務所助言600614B0083,国際航業(株),"60.06.20,60.11.30",600455,,
岩手県,"千厩町,",都市計画,"撮影,写測図化","12500,,2500","14.8KM2,4.7KM2",岩手県千厩町助言600902B0139,国際航業(株),"60.07.10,60.09.30",601073,,
岩手県,"岩泉町,",道路計画,"撮影,写測図化","8000,,1000","9.7KM2,1.3KM2",三陸国道工事事務所助言600902B0150,国際航業(株),"60.08.07,60.11.20",,,
岩手県,"久慈市,山形村,大野村,",ダム計画,"撮影,写測図化","12500,,2500","69.0KM2,5.0KM2",東北農政局助言610123B0242,"(株)八州,(株)新東洋技術コンサルタント","61.01.21,61.03.26",,,
岩手県,"盛岡市,",道路台帳,"撮影,写測図化,写測図化","4000,,500,,1000","40.0KM2,15.0KM2,1.5KM2",岩手県盛岡市助言600709B0106,(株)パスコ,"60.07.05,61.03.20",600709,,
岩手県,"宮古市,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","27.0KM2,282.0KM2,0.4KM2,3.7KM2",岩手県宮古市助言601209B0224,(株)パスコ,"60.11.30,61.11.30",601702,,
岩手県,"普代村,",農地開発,"撮影,写測図化","8000,,1000","13.3KM2,2.2KM2",宮古農林事務所助言600531B0070,アジア航測(株),"60.05.30,60.09.27",,,
岩手県,"盛岡市,玉山村,",ダム計画,"撮影,撮影,写測修正","8000,,12500,,2500","10.0KM2,60.0KM2,7.3KM2",北上川ダム統合管理事務所助言601025B0194,アジア航測(株),"60.10.21,61.01.31",601454,,
岩手県,"矢巾町,",下水道台帳,"撮影,写測図化","4000,,500","12.0KM2,0.2KM2",岩手県矢巾町助言601029B0200,アジア航測(株),"60.10.25,61.02.03",,,
岩手県,"二戸市,岩手町,玉山村,",鉄道計画,"撮影,写測図化","4000,,500","3.0KM2,3.0KM2",日本国有鉄道盛岡工事事務所助言601012B0179,"東北測量(株),(株)パスコ,朝日航洋(株)","60.10.02,61.01.07",,,
岩手県,"千厩町,",道路台帳,"撮影,写測図化","8000,,1000","89.8KM2,18.8KM2",岩手県千厩町助言600513B0052,第一航業(株),"60.05.10,61.12.31",600172,,
岩手県,"久慈市,山形村,葛巻町,岩泉町,普代村,田野畑村,田老町,新里村,川井村,宮古市,山田町,野田村,",森林計画,撮影,16000,2285.0KM2,岩手県助言600516B0053,北海航測(株),"60.05.10,60.09.10",600223,,
岩手県,"岩泉町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","13.4KM2,470.0KM2,0.9KM2,11.1KM2",岩手県岩泉町助言600701B0096,(社)岩手県土木技術センター,"60.06.27,61.09.30",,,
岩手県,"滝沢村,",道路台帳,"空三,写測図化",",,1000","280M,17.3KM2",岩手県滝沢村助言600910B0161,東日本航空(株),"60.06.22,61.07.31",601160,,
岩手県,"玉山村,",道路計画,写測図化,1000,3.2KM2,岩手工事事務所助言600821B0137,国際航業(株),"60.07.03,60.10.31",,,
岩手県,"川崎村,",道路台帳,写測図化,1000,13.2KM2,岩手県川崎村助言600709B0105,(株)パスコ,"60.07.10,61.11.30",,,
岩手県,"岩手町,",道路計画,写測図化,2500,12.0KM2,岩手工事事務所助言600821B0135,(株)パスコ,"60.07.19,60.11.15",,,
岩手県,"紫波町,",下水道計画,写測図化,500,0.8KM2,岩手県紫波町助言600430B0041,アジア航測(株),"60.04.30,60.06.25",,,
岩手県,"和賀町,",道路台帳,写測図化,1000,24.4KM2,岩手県和賀町助言600709B0099,アジア航測(株),"60.06.29,62.02.10",,,
岩手県,"一戸町,",道路計画,写測図化,2500,10.0KM2,岩手工事事務所助言600821B0136,アジア航測(株),"60.07.10,60.10.31",,,
岩手県,"北上市,",都市計画,"編集,写測修正","2500,,2500","31.9KM2,26.8KM2",岩手県北上市助言601021B0189,東日本航空(株),"60.10.05,60.12.15",601390,,
岩手県,"岩手県,",郵便地図調整,"平板,編集","5000,,25000","95.9KM2,3792.6KM2",東北郵政局助言600430B0042,直営,"60.05.13,60.10.05",,,
宮城県,"北上町,",道路台帳,"基準点,平板","1級,,500","11point,0.2KM2",宮城県北上町助言601128B0211,(株)協和測量設計,"60.11.18,61.03.31",,,
