都道府県名,測量地域,測量目的,測量種別,縮尺･等級,事業量,計画機関,作業機関,自至時期,2018.01.14修正,
北海道,"中標津町,",道路用地,基準点,3級,7point,"北海道釧路支庁
助言H16.7.14A0168",岩浅測量設計(有),"H16.7.12
H16.9.10",,
北海道,"追分町,",道路計画,基準点,3級,2point,"追分町
助言H16.7.15A0169",シバタ技術コンサルタンツ(株),"H16.7.9
H16.8.10",,
北海道,"標茶町,",道路計画,基準点,3級,2point,"北海道釧路支庁
助言H16.7.15A0170",(株)小出コンサルタント,"H16.6.11
H16.9.10",,
北海道,"別海町,",道路用地,"基準点,基準点","3級,,4級","1point,3point","北海道釧路支庁
助言H16.7.15A0171",(有)高橋測量事務所,"H16.7.2
H16.8.30",,
北海道,"稚内市,",総合計画,"カラー撮影,写真図","10000,,2500","124.6KM2,75.0KM2","稚内市
助言H16.7.14A0172",(株)ジーアイェス北海道,"H16.7.20
H17.3.31",,
北海道,"利尻富士町,",計画,"基準点,基準点","2級,,3級","2point,1point","北海道宗谷支庁
助言H16.7.14A0173",共和コンサルタント(株),"H16.7.14
H16.9.30",,
北海道,"長沼町,",改良,基準点,3級,16point,"北海道空知支庁
助言H16.7.14A0174",(株)細道コンサルタント,"H16.7.14
H17.1.20",,
北海道,"深川市,",改良,基準点,3級,5point,"北海道空知支庁
助言H16.7.14A0175",(株)松木測量設計,"H16.7.14
H16.12.10",,
北海道,"八雲町,",地籍調査,基準点,,6point,"八雲町
助言H16.7.14A0176",(株)極東コンサルタント,"H16.8.1
H16.11.30",,
北海道,"札幌市,",不用物件求積図作成,基準点,3級,2point,"札幌開発建設部
助言H16.7.15A0177",スミセキ･ジオテクノ(株),"H16.6.16
H16.8.30",,
北海道,"深川市,",土地改良,"基準点,路線",3級,"12point,1.4km","北海道空知支庁
助言H16.7.15A0178",(株)グリーン測量,"H16.7.9
H16.12.10",,
北海道,"常呂町,",道路台帳,"基準点,基準点","１級,,2級","3point,5point","網走開発建設部
助言H16.7.15A0179",(株)ズコーシャ,"H16.7.26
H16.12.12",,
北海道,"幕別町,",改良,基準点,3級,9point,"帯広開発建設部
助言H16.7.21A0180","北海道農業土木コンサルタント
(株)","H16.7.14
H16.10.26",,
北海道,"小樽市,",道路用地,基準点,3級,3point,"北海道後志支庁
助言H16.7.21A0181",(株)ドーコン,"H16.7.14
H16.8.30",,
北海道,"妹背牛町,",改良,基準点,3級,57point,"北海道空知支庁
助言H16.7.21A0182",(株)ルーラルェンジニア,"H16.7.14
H17.3.10",,
北海道,"深川市,",改良,基準点,3級,41point,"北海道空知支庁
助言H16.7.21A0183",(株)ルーラルェンジニア,"H16.7.14
H17.3.22",,
北海道,"厚沢部町,",事業用地確定,基準点,3級,3point,"北海道檜山支庁
助言H16.7.21A0184",道南測量設計(株),"H16.7.15
H16.9.30",,
北海道,"札幌市,",土地区画整理,基準点,3級,37point,"札幌市
助言H16.7.21A0185",(株)タケカワ総合コンサルタント,"H16.7.20
H16.12.1",,
北海道,"沼田町,",砂防計画,基準点,3級,12point,"北海道石狩支庁
助言H16.7.21A0186",(株)シン技術コンサル,"H16.7.15
H16.11.30",,
北海道,"雄武町,",改良,基準点,3級,13point,"網走開発建設部
助言H16.7.21A0187",(株)アルファ技研,"H16.7.15
H16.10.14",,
北海道,"森町,",道路用地,基準点,2級,1point,"函館開発建設部
助言H16.7.21A0188",(株)リージャスト,"H16.7.20
H16.8.3",,
北海道,"標茶町,",計画,基準点,4級,114point,"釧路開発建設部
助言H16.7.21A0189",東邦コンサルタント(株),"H16.7.15
H16.11.29",,
北海道,"弟子屈町,",道路用地,基準点,3級,6point,"釧路開発建設部
助言H16.7.21A0190",(株)ドボク管理,"H16.7.15
H16.11.5",,
北海道,"月形町,",計画,基準点,2級,1point,"石狩川開発建設部
助言H16.7.20A0191",コスモ技研(株),"H16.7.20
H16.8.30",,
北海道,"池田町,",地籍調査,基準点,,10point,"池田町
助言H16.7.20A0192",(株)高崎,"H16.7.20
H16.11.30",,
北海道,"士別市,風連町,名寄市,",道路計画,"カラー撮影,写測図化,空三","20000,,5000,,","152.4KM2,53.5KM2,18M","旭川開発建設部
助言H16.7.23A0193",(株)パスコ,"H16.7.8
H17.1.31",,
北海道,"雨竜町,新十津川町,浦臼町,月形町,",農地開発,基準点,3級,22point,"札幌開発建設部
助言H16.7.23A0194",(株)三祐コンサルタンツ,"H16.7.12
H16.8.30",,
北海道,"今金町,",砂防計画,"基準点,基準点","2級,,3級","2point,9point","北海道渡島支庁
助言H16.7.23A0195",共和コンサルタント(株),"H16.7.20
H16.9.30",,
北海道,"訓子府町,",農道計画,基準点,3級,5point,"北海道網走支庁
助言H16.7.22A0196",サン技術コンサルタント(株),"H16.7.22
H16.11.30",,
北海道,"長沼町,",農地開発,基準点,3級,9point,"北海道空知支庁
助言H16.7.22A0197",嵯峨測量設計(株),"H16.7.22
H17.2.10",,
北海道,"雨竜町,",農地開発,基準点,3級,45point,"北海道空知支庁
助言H16.7.22A0198",(株)篠田測量事務所,"H16.7.22
H16.8.30",,
北海道,"常呂町,",道路用地,基準点,3級,7point,"北海道網走支庁
助言H16.7.22A0199",楼井測量設計(株),"H16.7.22
H16.10.20",,
北海道,"足寄町,",計画,"撮影,数値図化,写真図","12500,,2500,,2500","68.0KM2,68.0KM2,68.0KM2","帯広開発建設部
助言H16.8.11A0200",日測技研(株),"H16.7.26
H16.12.17",,
北海道,"八雲町,",河川管理,基準点,3級,16point,"北海道渡島支庁
助言H16.7.23A0201",(株)東鵬開発,"H16.7.20
H16.10.30",,
北海道,"遠別町,",海岸保全,"基準点,基準点,基準点","2級,,3級,,4級","3point,12point,31point","北海道留萌支庁
助言H16.7.23A0202",小杉測量設計(株),"H16.7.20
H16.10.12",,
北海道,"深川市,",道路用地,基準点,2級,1point,"北海道石狩支庁
助言H16.7.26A0203",協立測量設計(株),"H16.7.27
H16.11.1",,
北海道,"新十津川町,",改良,基準点,3級,32point,"北海道空知支庁
助言H16.7.26A0204",(株)みずほ栄設計,"H16.7.23
H17.2.25",,
北海道,"釧路市,",道路用地,"基準点,基準点","2級,,3級","2point,4point","北海道釧路支庁
助言H16.7.26A0205",山下コンサルタント(株),"H16.7.23
H16.9.30",,
北海道,"釧路市,",その他,"基準点,基準点","3級,,4級","1point,3point","北海道釧路支庁
助言H16.7.26A0206",(有)柴田測量社,"H16.7.23
H16.9.30",,
北海道,"白糠町,音別町,",道路用地,基準点,3級,4point,"北海道釧路支庁
助言H16.7.26A0207",(株)郡土木コンサルタント,"H16.7.26
H16.9.8",,
北海道,"江差町,",道路用地,"基準点,基準点","2級,,3級","1point,1point","北海道渡島支庁
助言H16.7.26A0208",北栄測量設計(株),"H16.8.19
H16.10.31",,
北海道,"瀬棚町,",道路用地,"基準点,基準点","１級,,2級","2point,2point","北海道渡島支庁
助言H16.7.26A0209",(株)竹田測量設計,"H16.8.19
H16.10.31",,
北海道,"美深町,",河川管理,基準点,3級,6point,"旭川開発建設部
助言H16.7.26A0210",(株)山調住建コンサルタント,"H16.7.26
H16.9.13",,
北海道,"北広島市,",道路用地,基準点,3級,10point,"北海道石狩支庁
助言H16.7.28A0211",(株)ケーエッチアイ札幌一般測量,"H16.7.26
H16.10.15",,
北海道,"別海町,",地籍調査,基準点,3級,23point,"別海町
助言H16.7.28A0212",(株)北海道朝日航洋,"H16.7.27
H17.2.11",,
北海道,"訓子府町,",改良,基準点,3級,3point,"北海道網走支庁
助言H16.7.28A0213",(株)ムラコシ,"H16.7.27
H16.12.10",,
北海道,"瀬棚町,",河川用地,基準点,3級,2point,"北海道檜山支庁
助言H16.7.28A0214",アジア航測(株),"H16.7.27
H16.9.30",,
北海道,"清水町,",その他,"基準点,基準点","１級,,2級","2point,1point","帯広開発建設部
助言H16.7.28A0215",北路コムテック(株),"H16.7.29
H16.11.5",,
北海道,"幕別町,",地籍調査,"基準点,その他","地籍図根点,,2500","10point,5.2KM2","幕別町
助言H16.7.28A0216",幕別地籍調査協同組合,"H16.8.11
H17.2.7",,
北海道,"今金町,",改良,"基準点,座標変換","3級,,2級","12point,5point","北海道檜山支庁
助言H16.7.28A0217",臥牛測量設計(株),"H16.7.29
H17.3.18",,
北海道,"斜里町,",計画,"カラー撮影,空三",10000,"52.5KM2,32M","北海道網走支庁
助言H16.7.28A0218",(株)シン技術コンサル,"H16.7.29
H17.3.25",,
北海道,"幕別町,",改良,基準点,3級,2point,"北海道十勝支庁
助言H16.7.29A0219",大開技術コンサルタント(株),"H16.7.29
H16.8.10",,
北海道,"足寄町,陸別町,",道路用地,"撮影,数値図化","12500,,2500","56.0KM2,56.0KM2","帯広開発建設部
助言H16.8.11A0220",住鉱コンサルタント(株),"H16.7.27
H16.12.17",,
北海道,"由仁町,栗山町,",改良,"基準点,座標変換","3級,,3級","9point,2point","北海道空知支庁
助言H16.8.2A0221",北海道土地改良事業団体連合会,"H16.7.27
H16.9.29",,
北海道,"浜中町,",道路台帳,"基準点,基準点","3級,,4級","2point,3point","釧路開発建設部
助言H16.8.2A0222",(有)柴田測量社,"H16.7.27
H16.9.29",,
北海道,"白糠町,",道路用地,座標変換,3級,8point,"釧路開発建設部
助言H16.8.2A0223",(有)渋谷測量社,"H16.7.27
H16.8.31",,
北海道,"松前町,",道路用地,基準点,3級,14point,"函館開発建設部
助言H16.8.2A0224",北海道測量事業協同組合,"H16.7.30
H16.10.29",,
北海道,"佐呂間町,",改良,"基準点,座標変換","4級,,3級","28point,14point","北海道網走支庁
助言H16.8.2A0225",(株)カワムラ,"H16.7.30
H16.11.22",,
北海道,"森町,",その他,基準点,3級,2point,"北海道渡島支庁
助言H16.8.2A0226",新生測量設計(株),"H16.7.30
H16.9.30",,
北海道,"新篠津村,当別町,",道路用地,"基準点,座標変換,座標変換","3級,,2級,,3級","6point,2point,1point","北海道石狩支庁
助言H16.8.2A0227",開成コンサルタント(株),"H16.7.30
H16.10.29",,
北海道,"赤平市,",計画,基準点,3級,4point,"北海道札幌土木現業所
助言H16.8.2A0228",(株)ホクスイ設計コンサル,"H16.7.30
H16.10.31",,
北海道,"奈井江町,",改良,基準点,3級,18point,"北海道空知支庁
助言H16.8.2A0229",(株)伊藤測量事務所,"H16.7.28
H17.2.25",,
北海道,"上ノ国町,",砂防計画,基準点,3級,2point,"北海道函館土木現業所
助言H16.8.2A0230",エイコー技研(株),"H16.7.28
H16.12.20",,
北海道,"千歳市,",道路用地,"座標変換,座標変換,基準点","2級,,3級,,3級","1point,1point,6point","北海道石狩支庁
助言H16.8.2A0231",(株)深沢測量事務所,"H16.7.28
H16.11.10",,
北海道,"小平町,",地籍調査,その他,2級,17point,"小平町
助言H16.8.2A0232",北日本測地(株),"H16.7.28
H16.10.30",,
北海道,"札幌市,",土地区画整理,基準点,4級,47point,"札幌市手稲山口土地区画整理組合
助言H16.8.2A0233",(株)拓殖設計,"H16.8.3
H16.12.15",,
北海道,"浜頓別町,",計画,基準点,3級,6point,"北海道宗谷支庁
助言H16.8.2A0234",旭川設計測量(株),"H16.7.29
H16.9.30",,
北海道,"清里町,",道路用地,座標変換,,200point,"北海道網走支庁
助言H16.8.2A0235",高野測量(有),"H16.7.29
H16.11.10",,
北海道,"標茶町,",計画,基準点,3級,11point,"標茶町
助言H16.8.2A0236",(株)松木測量設計,"H16.7.29
H16.11.10",,
北海道,"厚岸町,",河川管理,"基準点,座標変換","3級,,3級","1point,1point","北海道釧路支庁
助言H16.8.2A0237",山下コンサルタント(株),"H16.7.30
H16.12.10",,
北海道,"中標津町,",道路用地,"基準点,基準点","3級,,4級","5point,30point","北海道釧路支庁
助言H16.8.2A0238",岩浅測量設計(有),"H16.7.30
H16.9.10",,
北海道,"中標津町,",道路用地,"基準点,基準点","3級,,4級","2point,23point","北海道釧路支庁
助言H16.8.2A0239",(有)津村測量,"H16.7.30
H17.3.22",,
北海道,"新得町,",農道計画,"基準点,基準点","2級,,3級","3point,2point","北海道十勝支庁
助言H16.8.2A0240",ロイヤルコンサルタント(株),"H16.7.30
H16.8.6",,
北海道,"小樽市,",道路用地,基準点,3級,4point,"北海道後志支庁
助言H16.8.3A0241",植田測量(株),"H16.7.30
H16.10.30",,
北海道,"長沼町,",改良,基準点,3級,48point,"北海道空知支庁
助言H16.8.2A0242",岩見沢測量設計(株),"H16.7.29
H17.2.25",,
北海道,"北檜山町,今金町,",河川用地,"基準点,基準点","3級,,4級","2point,7point","北海道函館土木現業所
助言H16.8.2A0243",(有)北斗測量設計,"H16.7.29
H16.11.30",,
北海道,"利尻富士町,",下水道計画,基準点,3級,3point,"北海道宗谷支庁
助言H16.8.2A0244",(株)ホクスイ設計コンサル,"H16.7.30
H16.12.20",,
北海道,"泊村,",計画,基準点,2級,2point,"北海道後志支庁
助言H16.8.2A0245",北海道道路エンジニアリング(株),"H16.7.30
H16.9.30",,
北海道,"沼田町,",地籍調査,基準点,2級,14point,"沼田町
助言H16.8.2A0246",(株)北海道朝日航洋,"H16.7.30
H16.12.10",,
北海道,"士別市,",改良,"基準点,基準点","１級,,3級","10point,38point","北海道上川支庁
助言H16.8.2A0247","(株)ルーラルェンジニア
(株)ドボク管理
やまざきコンサルタント(株)","H16.7.30
H16.12.10",,
北海道,"門別町,",河川管理,基準点,3級,7point,"北海道胆振支庁
助言H16.8.2A0248",(株)北海道技術コンサルタント,"H16.8.2
H16.8.15",,
北海道,"新冠町,",計画,基準点,2級,3point,"北海道胆振支庁
助言H16.8.2A0249",(株)ドーコン,"H16.8.2
H17.3.1",,
北海道,"知内町,福島町,",道路用地,基準点,2級,6point,"函館開発建設部
助言H16.8.2A0250",日鉄鉱コンサルタント(株),"H16.8.6
H16.10.4",,
北海道,"別海町,",道路用地,基準点,3級,2point,"釧路開発建設部
助言H16.8.3A0251",山下コンサルタント(株),"H16.8.2
H16.10.15",,
北海道,"旭川市,東川町,",河川管理,基準点,3級,6point,"旭川開発建設部
助言H16.8.2A0252",(株)アサヒ建設コンサルタント,"H16.8.2
H16.10.12",,
北海道,"別海町,",計画,"基準点,座標変換","3級,,2級","2point,4point","釧路開発建設部
助言H16.8.2A0253",平田技術コンサルタント(株),"H16.7.30
H16.12.1",,
北海道,"知内町,",計画,基準点,3級,4point,"北海道渡島支庁
助言H16.8.2A0254",メルテックコンサルタント(株),"H16.8.2
H16.8.30",,
北海道,"江差町,",道路用地,基準点,2級,1point,"北海道渡島支庁
助言H16.8.2A0255",臥牛測量設計(株),"H16.8.20
H16.11.30",,
北海道,"和寒町,風連町,",道路用地,"基準点,座標変換","3級,,2級","8point,5point","旭川開発建設部
助言H16.8.3A0256",(株)富士測量,"H16.8.4
H16.11.1",,
北海道,"南富良野町,",河川管理,基準点,3級,5point,"旭川開発建設部
助言H16.8.3A0257",五大建設コンサルタント(株),"H16.8.4
H16.10.12",,
北海道,"別海町,",海岸保全,"基準点,基準点,座標変換","3級,,4級","4point,18point,2point","北海道釧路支庁
助言H16.8.3A0258",岩浅測量設計(有),"H16.8.4
H16.9.30",,
北海道,"鷹栖町,",ほ場整備,"基準点,座標変換","3級,,2級","13point,1point","北海道上川支庁
助言H16.8.3A0259",(株)富士測量,"H16.8.4
H17.1.31",,
北海道,"長沼町,",道路用地,基準点,3級,2point,"北海道石狩支庁
助言H16.8.3A0260",(株)前田測量,"H16.8.4
H16.11.15",,
北海道,"今金町,",道路用地,基準点,2級,2point,"北海道渡島支庁
助言H16.8.5A0261",(株)牧野測量,"H16.10.1
H17.1.31",,
北海道,"音更町,",計画,基準点,3級,6point,"北海道十勝支庁
助言H16.8.5A0262",(株)帝国設計事務所,"H16.8.3
H16.11.30",,
北海道,"池田町,",改良,基準点,3級,4point,"北海道十勝支庁
助言H16.8.5A0263",(株)ノーヴァエンジニア,"H16.8.3
H16.11.30",,
北海道,"豊富町,",その他,基準点,2級,6point,"北海道宗谷支庁
助言H16.8.5A0264",パブリックコンサルタント(株),"H16.8.4
H16.9.30",,
北海道,"天塩町,",計画,"基準点,座標変換,座標変換","3級,,2級,,3級","10point,1point,1point","留萌開発建設部
助言H16.8.5A0265",北海道測量事業協同組合,"H16.8.5
H16.10.4",,
北海道,"名寄市,",河川管理,基準点,3級,5point,"旭川開発建設部
助言H16.8.5A0266",スミセキ･ジオテクノ(株),"H16.8.5
H16.9.21",,
北海道,"木古内町,",道路用地,基準点,2級,9point,"函館開発建設部
助言H16.8.5A0267",北海道測量事業協同組合,"H16.8.5
H16.11.5",,
北海道,"深川市,",道路用地,基準点,2級,1point,"北海道石狩支庁
助言H16.8.5A0268",東和コンサルタント(株),"H16.8.5
H16.11.1",,
北海道,"訓子府町,",改良,基準点,3級,6point,"北海道網走支庁
助言H16.8.5A0269",(株)中神土木設計事務所,"H16.8.4
H16.12.10",,
北海道,"中標津町,",計画,基準点,3級,4point,"北海道釧路支庁
助言H16.8.5A0270",(株)シビテック,"H16.8.4
H16.8.30",,
