都道府県名,測量地域,測量目的,測量種別,縮尺･等級,事業量,計画機関,作業機関,自至時期,
北海道,"長万部町,",道路計画,"座標変換,基準点","2級,,3級","3point,9point","函館開発建設部
助言H15.7.4A0200",北海道測量事業協同組合,"H15.6.6
H15.10.3",
北海道,"砂川市,",道路計画,"基準点,基準点","2級,,3級","3point,2point","北海道札幌土木現業所
助言H15.7.4A0201",ヤザワ測量設計(株),"H15.7.2
H15.9.30",
北海道,"函館市,戸井町,上磯町,南茅部町,",土砂災害防止法に基づく基礎調査図作成,"既成図数値化,数値図化","2500,,2500","18.3KM2,1.9KM2","北海道函館土木現業所
助言H15.7.4A0202",(株)シン技術コンサル,"H15.5.30
H16.3.25",
北海道,"深川市,",土地改良,"座標変換,基準点","3級,,3級","1point,4point","北海道空知支庁
助言H15.7.7A0203",(株)アース設計事務所,"H15.7.3
H15.9.20",
北海道,"秩父別町,",ほ場整備,基準点,3級,30point,"北海道空知支庁
助言H15.7.7A0204",岩見沢測量設計(株),"H15.5.22
H16.2.27",
北海道,"芦別市,",道路用地,"座標変換,座標変換","2級,,3級","1point,1point","北海道札幌土木現業所
助言H15.7.7A0205",(株)計良調査設計,"H15.6.11
H15.8.25",
北海道,"苫小牧市,",総合計画,既成図数値化,2500,166.5KM2,"苫小牧市
助言H15.7.7A0206",(株)タナカコンサルタント,"H15.5.20
H16.1.30",
北海道,"中川町,音威子府村,",河川管理,"基準点,水準","2級,,2級","71point,59.4km","旭川開発建設部
助言H15.7.7A0207",(株)アークス山上,"H15.6.13
H15.11.14",
北海道,"小清水町,",農地開発,基準点,3級,5point,"網走開発建設部
助言H15.7.7A0208",(株)ズコーシャ,"H15.7.2
H15.10.10",
北海道,"長沼町,",河川計画,"基準点,座標変換,水準","3級,,2級,,3級","41point,2point,18.5km","北海道札幌土木現業所
助言H15.7.7A0209",和光技研(株),"H15.6.4
H15.12.10",
北海道,"新篠津村,",土地改良,"基準点,座標変換","3級,,3級","12point,12point","北海道石狩支庁
助言H15.7.8A0210",(株)香島コンサルタント,"H15.7.4
H16.3.3",
北海道,"留辺蘂町,",土地改良,基準点,3級,3point,"北海道網走支庁
助言H15.7.8A0211",カワムラ測量設計(株),"H15.7.7
H15.8.30",
北海道,"南富良野町,",森林計画,"カラー撮影,空三","10000,,","401.1KM2,289M","南富良野町
助言H15.7.8A0212",北海航測(株),"H15.6.16
H16.2.27",
北海道,"北檜山町,",土地改良,"基準点,座標変換","3級,,2級","18point,3point","北海道檜山支庁
助言H15.7.8A0213",道南測量設計(株),"H15.7.14
H15.8.14",
北海道,"名寄市,",道路計画,"座標変換,基準点","3級,,4級","3point,4point","北海道旭川土木現業所
助言H15.7.8A0214",(株)ダイイチプラニング,"H15.4.25
H15.8.1",
北海道,"留辺蘂町,",河川計画,"基準点,座標変換","3級,,2級","2point,5point","北海道網走土木現業所
助言H15.7.8A0215",北林測量(株),"H15.7.3
H15.10.31",
北海道,"函館市,",道路計画,"基準点,水準","１級,,3級","10point,10.8km","函館開発建設部
助言H15.8.7A0216",函館土木調査(株),"H15.6.21
H15.9.22",
北海道,"浜中町,",土地改良,基準点,2級,5point,"釧路開発建設部
助言H15.7.9A0217",サンスイコンサルタント(株),"H15.7.10
H15.11.5",
北海道,"三石町,",砂防計画,"基準点,基準点","１級,,3級","2point,9point","北海道室蘭土木現業所
助言H15.7.8A0218",(株)細道コンサルタント,"H15.7.2
H15.10.30",
北海道,"赤平市,",道路用地,基準点,3級,5point,"北海道札幌土木現業所
助言H15.7.8A0219",新生測量設計(株),"H15.7.10
H15.9.10",
北海道,"江別市,",道路台帳,"基準点,基準点","3級,,4級","2point,42point","札幌開発建設部
助言H15.7.8A0220",北海道測量事業協同組合,"H15.6.18
H15.9.19",
北海道,"幕別町,帯広市,上士幌町,浦幌町,足寄町,池田町,本別町,大樹町,中札内村,",道路計画,"座標変換,座標変換,座標変換,基準点","１級,,2級,,3級,,１級","17point,36point,18point,2point","帯広開発建設部
助言H15.9.1A0221",北海道測量事業協同組合,"H15.7.7
H15.9.16",
北海道,"帯広市,",土地改良,"基準点,基準点","2級,,3級","13point,10point","帯広開発建設部
助言H15.7.9A0222",北海道測量事業協同組合,"H15.7.8
H16.4.2",
北海道,"帯広市,",土地改良,基準点,2級,6point,"帯広開発建設部
助言H15.7.9A0223",北海道測量事業協同組合,"H15.7.8
H16.4.2",
北海道,"帯広市,芽室町,清水町,新得町,鹿追町,上士幌町,士幌町,音更町,大樹町,広尾町,更別村,忠類村,豊頃町,幕別町,浦幌町,足寄町,本別町,池田町,",その他,"座標変換,座標変換","2級,,3級","4point,1071point","帯広開発建設部
助言H15.7.16A0224",(有)津村測量,"H15.7.16
H15.9.16",
北海道,"羅臼町,中標津町,",道路計画,"座標変換,基準点,基準点","2級,,3級,,4級","1point,11point,71point","釧路開発建設部
助言H15.7.14A0225",(有)柴田測量社,"H15.7.9
H15.10.22",
北海道,"美唄市,",道路計画,基準点,3級,34point,"北海道札幌土木現業所
助言H15.7.10A0226",ダイシン設計(株),"H15.7.14
H15.7.31",
北海道,"別海町,",開拓財産の確定,"基準点,基準点","3級,,4級","4point,4point","北海道根室支庁
助言H15.7.14A0227",(有)高橋測量事務所,"H15.6.25
H15.8.27",
北海道,"深川市,",土地改良,"基準点,座標変換","3級,,3級","6point,1point","北海道空知支庁
助言H15.7.14A0228",開成コンサルタント(株),"H15.7.10
H16.3.10",
北海道,"鵡川町,",土地改良,"基準点,座標変換","3級,,2級","14point,4point","北海道胆振支庁
助言H15.7.14A0229",(株)帝国設計事務所,"H15.7.10
H15.8.10",
北海道,"静内町,",道路用地,"基準点,平板,白地図等","2級,,1000,,1000","3point,0.1KM2,0.1KM2","北海道室蘭土木現業所
助言H15.7.10A0230",(株)ホーェイ,"H15.6.6
H15.8.11",
北海道,"共和町,",道路用地,"基準点,座標変換","3級,,3級","4point,1point","共和町
助言H15.7.14A0231",スミセキ･ジオテクノ(株),"H15.7.8
H15.10.30",
北海道,"鵡川町,",道路用地,"基準点,座標変換","3級,,3級","1point,2point","北海道室蘭土木現業所
助言H15.7.14A0232",藤田測量(株),"H15.6.30
H15.9.22",
北海道,"鵡川町,三石町,",道路用地,"座標変換,基準点","3級,,3級","7point,1point","北海道室蘭土木現業所
助言H15.7.14A0233",(株)日高測量,"H15.7.10
H15.8.11",
北海道,"札幌市,",河川計画,"基準点,座標変換","3級,,2級","6point,4point","北海道札幌土木現業所
助言H15.7.14A0234",(株)エル技術コンサルタント,"H15.7.22
H15.10.30",
北海道,"別海町,",道路用地,"基準点,座標変換","3級,,2級","2point,3point","北海道釧路土木現業所
助言H15.7.14A0235",岩浅測量設計(有),"H15.7.10
H15.8.29",
北海道,"江差町,",道路計画,基準点,2級,4point,"函館開発建設部
助言H15.7.14A0236",北海道測量事業協同組合,"H15.6.21
H15.10.17",
北海道,"留寿都村,",道路用地,基準点,3級,2point,"小樽開発建設部
助言H15.7.14A0237",矢野設計(株),"H15.6.19
H15.7.28",
北海道,"芦別市,",道路計画,基準点,3級,10point,"札幌開発建設部岩見沢道路事務所
助言H15.7.30A0238",(株)田宮設計事務所,"H15.7.30
H15.11.10",
北海道,"清里町,",道路用地,基準点,3級,6point,"網走開発建設部
助言H15.7.14A0239",(株)アサヒ建設コンサルタント,"H15.6.25
H15.10.31",
北海道,"厚真町,",土地改良,"基準点,基準点","2級,,4級","6point,58point","北海道胆振支庁
助言H15.7.14A0240",沼田測量設計(株),"H15.7.14
H15.8.29",
北海道,"深川市,",農地開発,"基準点,座標変換","3級,,3級","5point,3point","北海道空知支庁
助言H15.7.14A0241",(株)よしだ設計コンサルタント,"H15.7.1
H15.7.31",
北海道,"幕別町,",道路用地,基準点,2級,1point,"帯広開発建設部
助言H15.7.14A0242",平田技術コンサルタント(株),"H15.7.14
H15.9.5",
