都道府県名,測量地域,測量目的,測量種別,縮尺･等級,事業量,計画機関,作業機関,自至時期
北海道,"士別市,",河川管理,基準点,3級,17point,"旭川開発建設部
助言　　　H18.6.26 A 0157",北海道測量事業協同組合,"H18.6.1
H18.12.7"
北海道,"斜里町,",道路用地,基準点,3級,2point,"北海道網走支庁
助言　　　H18.6.27 A 0158",(株)ムラコシ,"H18.6.26
H19.1.31"
北海道,"江別市,",土地改良,基準点,3級,10point,"北海道石狩支庁
助言　　　H18.6.27 A 0159",(株)北海道農業建設コンサルタン,"H18.6.15
H19.3.5"
北海道,"壮瞥町,",土地改良,基準点,3級,25point,"北海道胆振支庁
助言　　　H18.6.27 A 0160",パブリックコンサルタント(株),"H18.6.22
H18.8.30"
北海道,"占冠村,",道路用地,基準点,3級,5point,"北海道旭川土木現業所
助言　　　H18.6.27 A 0161",(株)協和コンサルタント,"H18.5.26
H18.9.11"
北海道,"札幌市,",河川管理,基準点,3級,9point,"北海道石狩支庁
助言　　　H18.6.27 A 0162",和光技研(株),"H18.6.12
H18.9.29"
北海道,"栗山町,",土地改良,基準点,3級,23point,"北海道空知支庁
助言　　　H18.6.28 A 0163",(株)本山測量設計,"H18.6.26
H18.9.30"
北海道,"標津町,",道路管理,基準点,2級,1point,"北海道釧路支庁
助言　　　H18.6.28 A 0164",新生測量設計(株),"H18.6.22
H18.7.30"
北海道,"滝上町,",道路台帳,"基準点,基準点,基準点","１級,,2級,,4級","4point,7point,85point","網走開発建設部
助言　　　H18.6.28 A 0165",益村測量設計(株),"　H18.7.1
H18.11.27"
北海道,"遠軽町,",道路台帳,基準点,2級,3point,"網走開発建設部
助言　　　H18.6.28 A 0166",(株)ズコーシャ,"　H18.7.3
H18.11.20"
北海道,"士別市,",道路台帳,"基準点,基準点","2級,,3級","2point,9point","旭川開発建設部
助言　　　H18.6.28 A 0167","北海道測量事業協同組合
(株)富士建設コンサル","H18.6.30
H18.12.4"
北海道,"八雲町,",土地改良,基準点,3級,27point,"北海道渡島支庁
助言　　　H18.6.28 A 0168",(株)ルーラルェンジニア,"H18.6.26
H19.1.30"
北海道,"小樽市,",地すべり対策,数値図化,2500,1.0KM2,"北海道小樽土木現業所
助言　　　H18.6.28 A 0169",エイコー技研(株),"H18.6.26
H19.1.30"
北海道,"豊頃町,",道路用地,基準点,１級,2point,"北海道十勝支庁
助言　　　H18.6.28 A 0170",高橋測量設計(株),"H18.7.10
H18.8.30"
北海道,"南富良野町,",河川管理,"基準点,基準点,座標変換","3級,,4級,,2級","9point,31point,1point","旭川開発建設部
助言　　　H18.6.28 A 0171",荒木測量設計(株),"H18.6.28
H18.9.28"
北海道,"札幌市,",河川管理,基準点,3級,4point,"北海道石狩支庁
助言　　　H18.6.28 A 0172",新生測量設計(株),"H18.6.27
H18.9.29   "
北海道,"秩父別町,",土地改良,基準点,3級,11point,"北海道空知支庁
助言　　　H18.6.30 A 0173",(株)北開測地,"H18.6.27
H19.2.20"
北海道,"釧路市,",道路用地,"基準点,基準点","3級,,4級","1point,14point","北海道釧路支庁
助言　　　H18.6.30 A 0174",(有)柴田測量社,"H18.6.28
H18.6.28"
北海道,"釧路市,",道路台帳,"基準点,基準点","1級,,3級","3point,5point","釧路開発建設部
助言　　　H18.6.30 A 0175",太平洋総合コンサルタント(株),"H18.6.27
H18.12.22"
北海道,"更別村,",土地改良,基準点,１級,4point,"帯広開発建設部
助言　　　H18.6.30 A 0176",サンスイコンサルタント(株),"H18.6.26
H18.10.31"
北海道,"札幌市,",土地区画整理,基準点,4級,58point,"札幌市手稲山口土地区画整理組合
助言　　　H18.6.30 A 0177",(株)拓殖設計,"H18.6.28
H18.12.20"
北海道,"釧路市,",都市計画,"数値図修正,編集,座標変換","2500,,10000,,2500","146.3KM2,124.8KM2,146.3KM2","釧路市
助言　　　H18.6.30 A 0178",北海道地図(株),"H18.6.13
H20.6.30"
北海道,"美唄市,",道路計画,"撮影,空三,数値図化","8000,,1000,,1000","9.5KM2,7M,2.2KM2","北海道石狩支庁
助言　　　H18.6.30 A 0179",(株)シン技術コンサル,"H18.6.27
H18.9.29"
北海道,"札幌市,江別市,岩見沢市,美唄市,砂川市,滝川市,深川市,赤平市,芦別市,月形町,浦臼町,奈井江町,新十津川町,雨竜町,妹背牛町,北竜町,沼田町,幌加内町,富良野市,",河川管理,"カラー撮影,カラー撮影,数値図化","25000,,12500,,2500","555.5KM2,1021.6KM2,75.7KM2","石狩川開発建設部
助言　　　H18.6.30 A 0180",三和航測(株),"H18.6.27
H19.1.10"
北海道,"中頓別町,",道路台帳,基準点,3級,8point,"稚内開発建設部
助言　　　　H18.7.3 A 0181",(株)富士建設コンサル,"H18.6.2
H18.9.14"
北海道,"せたな町,",道路用地,基準点,3級,24point,"函館開発建設部
助言　　　　H18.7.3 A 0182",北海道測量事業協同組合,"H18.6.28
H18.11.17"
北海道,"岩見沢市,",土地改良,基準点,3級,36point,"空知支庁
助言　　　　H18.7.4 A 0183",(株)創生コンサルタント,"H18.6.29
H18.12.28"
北海道,"岩見沢市,",土地改良,基準点,3級,24point,"空知支庁
助言　　　　H18.7.4 A 0184",(株)ルーラルェンジニア,"H18.6.29
H18.12.18"
北海道,"岩見沢市,",土地改良,基準点,3級,10point,"北海道空知支庁
助言　　　　H18.7.4 A 0185",(株)東亜エンジニアリング,"H18.6.29
H18.11.30"
北海道,"興部町,",土地改良,"基準点,基準点","１級,,3級","2point,33point","北海道網走支庁
助言　　　　H18.7.4 A 0186",(株)ドボク管理,"H18.6.28
H18.10.30"
北海道,"新篠津村,",土地改良,"基準点,基準点","3級,,4級","38point,113point","北海道石狩支庁
助言　　　　H18.7.4 A 0187",(株)香島コンサルタント,"H18.6.29
H19.3.12"
北海道,"鹿追町,音更町,",土地改良,基準点,3級,12point,"帯広開発建設部
助言　　　　H18.7.4 A 0188",北王コンサルタント(株),"H18.7.5
H18.10.6"
北海道,"知内町,福島町,",道路用地,基準点,2級,4point,"函館開発建設部
助言　　　　H18.7.4 A 0189",北海道測量事業協同組合,"H18.7.3
H18.7.3"
北海道,"大空町,",道路台帳,"基準点,基準点","1級,,2級","3point,6point","網走開発建設部
助言　　　　H18.7.4 A 0190",(株)山腰測量設計事務所,"H18.7.10
H18.10.11"
北海道,"占冠村,",道路用地,"基準点,基準点","1級,,3級","1point,4point","旭川開発建設部
助言　　　　H18.7.4 A 0191",(株)アサヒ建設コンサルタント,"　H18.7.3
H18.10.12"
北海道,"旭川市,",河川管理,"基準点,基準点","3級,,4級","7point,30point","旭川開発建設部
助言　　　　H18.7.4 A 0192",パブリックコンサルタント(株),"H18.6.29
H18.10.10"
北海道,"美瑛町,",道路計画,基準点,3級,3point,"美瑛町
助言　　　　H18.7.4 A 0193",(株)アサヒ建設コンサルタント,"H18.6.29
H18.7.30"
北海道,"別海町,",道路計画,基準点,3級,11point,"別海町
助言　　　　H18.7.5 A 0194",ダイシン設計(株),"H18.6.30
H18.11.30"
北海道,"沼田町,",河川計画,"基準点,基準点","2級,,3級","1point,1point","北海道石狩支庁
助言　　　　H18.7.5 A 0195",コスモ測量設計(株),"H18.7.12
H18.8.30"
北海道,"厚真町,",土地改良,"基準点,基準点","3級,,4級","27point,79point","北海道胆振支庁
助言　　　　H18.7.7 A 0196",(株)伸栄コンサル,"H18.7.10
H19.3.20"
北海道,"恵庭市,",河川計画,基準点,3級,5point,"恵庭市
助言　　　　H18.7.5 A 0197",東日本設計(株),"H18.7.10
H18.12.20"
北海道,"苫小牧市,",道路用地,基準点,2級,3point,"室蘭開発建設部
助言　　　　H18.7.5 A 0198","建基コンサルタント(株)
北海道測量事業協同組合","H18.7.11
H18.10.18"
北海道,"剣淵町,",土地改良,基準点,3級,5point,"北海道上川支庁
助言　　　　H18.7.7 A 0199",(株)よしだ設計コンサルタント,"H18.6.30
H18.12.20"
北海道,"小樽市,",その他,基準点,3級,1point,"北海道後志支庁
助言　　　H18.7.13 A 0200",(株)秦康測量,"H18.7.10
H18.7.10"
北海道,"真狩村,ニセコ町,",河川計画,"基準点,基準点","2級,,3級","16point,22point","北海道後志支庁
助言　　　H18.7.13 A 0201",ダイシン設計(株),"H18.7.25
H18.8.31"
北海道,"増毛町,",道路用地,基準点,3級,3point,"北海道留萌土木現業所
助言　　　H18.7.21　A 0202",小杉測量設計(株),"H18.6.16
H18.9.20"
北海道,"幕別町,",座標補正,座標変換,3級,4point,"北海道十勝支庁
助言　　　H18.7.13 A 0203",(株)Fサーベイ,"H18.7.7
H18.9.20"
北海道,"本別町,",土地改良,座標変換,3級,32point,"北海道十勝支庁
助言　　　H18.7.13 A 0204",(有)福岡測量設計事務所,"　H18.7.6
H18.10.20"
北海道,"広尾町,",河川用地,基準点,3級,4point,"北海道十勝支庁
助言　　　H18.7.13 A 0205",新和測量(株),"H18.7.10
H18.7.10"
北海道,"日高町,",道路用地,基準点,3級,8point,"北海道胆振支庁
助言　　　H18.7.14 A 0206",北海道土木設計(株),"H18.7.6
H18.8.20"
北海道,"網走市,",土地改良,基準点,3級,8point,"北海道網走支庁
助言　　　H18.7.14 A 0207",北見設計測量(株),"　H18.7.5
H18.10.30"
北海道,"佐呂間町,",土地改良,基準点,3級,4point,"北海道網走支庁
助言　　　H18.7.14 A 0208",(株)中神土木設計事務所,"H18.7.8
H18.8.20"
北海道,"岩見沢市,",土地改良,基準点,3級,20point,"北海道空知支庁
助言　　　H18.7.14 A 0209",(株)ドボク管理,"H18.7.6
H18.10.5"
北海道,"由仁町,",土地改良,基準点,3級,35point,"北海道空知支庁
助言　　　H18.7.14 A 0210",岩見沢測量設計(株),"H18.7.14
H19.2.28"
北海道,"栗山町,",河川計画,基準点,3級,10point,"北海道石狩支庁
助言　　　H18.7.13 A 0211",(株)田宮設計事務所,"H18.6.21
H18.10.30"
北海道,"夕張市,",道路計画,"基準点,基準点","2級,,3級","3point,3point","北海道石狩支庁
助言　　　H18.7.13 A 0212",(株)シビテック,"H18.7.5
H19.1.30"
北海道,"根室市,",道路台帳,"基準点,基準点","1級,,3級","1point,7point","釧路開発建設部
助言　　　H18.7.21　A 0213",(株)ズコーシャ,"H18.7.6
H18.11.9"
北海道,"紋別市,",道路台帳,基準点,2級,2point,"網走開発建設部
助言　　　H18.7.13 A 0214",楼井測量設計(株),"H18.7.18
H18.10.20"
北海道,"当別町,",道路台帳,"基準点,基準点","2級,,3級","8point,5point","札幌開発建設部札幌道路事務所
助言　　　H18.7.13 A 0215",(株)シビテック,"　H18.7.6
H18.12.15"
北海道,"由仁町,",土地改良,基準点,3級,6point,"北海道空知支庁
助言　　　H18.7.13 A 0216",(株)前谷土木設計事務所,"H18.7.10
H18.8.31"
北海道,"妹背牛町,",土地改良,基準点,3級,7point,"北海道空知支庁
助言　　　H18.7.13 A 0217",新栄コンサルタント(株),"H18.6.20
H19.1.10"
北海道,"鵡川町,日高町,新冠町,新ひだか町,浦河町,様似町,えりも町,",漁港施設台帳,"基準点,水準","3級,,3級","36point,15.8km","北海道胆振支庁
助言　　　H18.7.13 A 0218",(株)細道コンサルタント,"H18.7.10
H19.3.15"
北海道,"蘭越町,",ほ場整備,基準点,3級,46point,"北海道後志支庁
助言　　　H18.7.13 A 0219",(株)北海道農業建設コンサルタン,"H18.7.10
H18.12.8"
北海道,"美唄市,",道路用地,"基準点,基準点","１級,,3級","2point,17point","北海道石狩支庁
助言　　　H18.7.14 A 0220",(株)アリヤス設計コンサルタント,"　H18.6.7
H18.12.12"
北海道,"剣淵町,和寒町,",河川計画,基準点,3級,5point,"北海道上川支庁
助言　　　H18.7.14 A 0221",北武コンサルタント(株),"H18.7.24
H18.8.31"
北海道,"苫小牧市,",道路台帳,"基準点,座標変換","3級,,2級","3point,1point","室蘭開発建設部
助言　　　H18.7.14 A 0222",新和測量(株),"H18.7.20
H18.8.11"
北海道,"札幌市,",土地区画整理,基準点,3級,6point,"札幌市手稲曙西土地区画整理組合
助言　　　H18.7.21　A 0223",(株)拓殖設計,"H18.7.15
H18.12.20"
北海道,"幕別町,",その他,基準点,3級,1point,"幕別町
助言　　　H18.7.21　A 0224",(株)ズコーシャ,"H18.7.20
H18.8.4"
北海道,"江差町,",土地区画整理,基準点,3級,2point,"江差町
助言　　　H18.7.21　A 0225",(株)都市整備コンサルタント,"H18.7.10
H19.3.26"
北海道,"室蘭市,",土地区画整理,基準点,2級,6point,"室蘭圈都市計画事業中央土地区画整理事業施行
助言　　　H18.7.20 A 0226",(株)八州,"H18.7.3
H19.3.10"
北海道,"蘭越町,",土地改良,"基準点,基準点","2級,,3級","11point,17point","北海道後志支庁
助言　　　H18.7.20 A 0227",北山測量設計(株),"H18.7.18
H18.10.30"
北海道,"寿都町,",漁港改良工事,"基準点,基準点","2級,,3級","3point,2point","北海道後志支庁
助言　　　H18.7.20 A 0228",明成コンサルタント(株),"H18.7.13
H18.9.29"
北海道,"佐呂間町,",砂防計画,"基準点,基準点","3級,,簡級","4point,2point","北海道網走支庁
助言　　　H18.7.20 A 0229",(株)オホーツク設計,"H18.7.13
H18.9.20"
北海道,"美瑛町,",土地改良,基準点,3級,13point,"北海道上川支庁
助言　　　H18.7.20 A 0230",(株)協和コンサルタント,"H18.7.19
H18.7.19"
北海道,"厚真町,",ほ場整備,基準点,3級,18point,"北海道胆振支庁
助言　　　H18.7.21　A 0231",(有)苫小牧測量社,"H18.7.12
H18.9.20"
北海道,"平取町,",砂防計画,"基準点,座標変換","3級,,2級","3point,1point","北海道胆振支庁
助言　　　H18.7.21　A 0232",沼田測量設計(株),"H18.7.24
H18.10.10"
北海道,"長沼町,",土地改良,基準点,3級,36point,"北海道空知支庁
助言　　　H18.7.21　A 0233",明和測量工業(株),"H18.7.20
H19.2.28"
北海道,"由仁町,",ほ場整備,"基準点,路線","3級,,","10point,6.8km","北海道空知支庁
助言　　　H18.7.21　A 0234",(株)みずほ栄設計,"H18.7.14
H18.12.15"
北海道,"鹿追町,",道路計画,"基準点,基準点","1級,,3級","2point,1point","北海道十勝支庁
助言　　　H18.7.24 A 0235",北海道キング設計(株),"H18.7.25
H18.8.24"
北海道,"函館市,七飯町,",農地開発,基準点,3級,3point,"北海道渡島支庁
助言　　　H18.7.24 A 0236",協友測量設計(株),"H18.7.20
H18.10.2"
北海道,"別海町,",道路計画,基準点,3級,2point,"北海道釧路支庁
助言　　　H18.7.24 A 0237",(株)アルファ水エコンサルタンツ,"H18.7.10
H18.8.31"
北海道,"遠別町,",道路用地,"基準点,基準点","3級,,4級","6point,33point","北海道留萌支庁
助言　　　H18.7.24 A 0238",小杉測量設計(株),"H18.7.11
H18.10.20"
北海道,"小平町,",道路用地,基準点,3級,3point,"北海道留萌支庁
助言　　　H18.7.24 A 0239",(株)ヒロノ測建,"H18.6.15
H18.9.20"
北海道,"稚内市,",農地開発,"基準点,座標変換","2級,,2級","3point,1point","稚内開発建設部
助言　　　H18.7.24 A 0240",(株)アサヒ建設コンサルタント,"H18.6.17
H18.11.28"
北海道,"南富良野町,",河川管理,基準点,3級,8point,"旭川開発建設部
助言　　　H18.7.24 A 0241",(株)ネクシス光洋,"H18.7.28
H18.10.20"
北海道,"釧路市,",道路台帳,基準点,3級,8point,"釧路開発建設部
助言　　　H18.7.24 A 0242",(株)道測地,"H18.7.14
H19.1.10"
北海道,"浜中町,",土地改良,基準点,3級,17point,"釧路開発建設部
助言　　　H18.7.24 A 0243",(株)三祐コンサルタンツ,"H18.7.18
H19.1.17"
北海道,"札幌市,",道路用地,"基準点,基準点","1級,,3級","3point,3point","札幌開発建設部
助言　　　H18.7.24 A 0244",太平洋総合コンサルタント(株),"H18.7.18
H18.9.4"
北海道,"更別村,",土地改良,基準点,１級,2point,"帯広開発建設部
助言　　　H18.7.25 A 0245",(株)アルト技研,"　H18.7.8
H18.11.29"
北海道,"音更町,",農地開発,基準点,3級,1point,"帯広開発建設部
助言　　　H18.7.25 A 0246",平田技術コンサルタント(株),"H18.7.12
H18.7.31"
北海道,"更別村,",土地改良,基準点,１級,1point,"帯広開発建設部
助言　　　H18.7.25 A 0247",(株)ズコーシャ,"H18.7.12
H18.11.16"
北海道,"鹿追町,",土地改良,基準点,3級,7point,"帯広開発建設部
助言　　　H18.7.25 A 0248",(株)三祐コンサルタンツ,"H18.7.13
H18.8.31"
北海道,"帯広市,",砂防計画,基準点,１級,11point,"帯広開発建設部
助言　　　H18.7.25 A 0249",北海道測量事業協同組合,"H18.7.15
H18.11.1"
北海道,"広尾町,",港湾計画,"基準点,基準点","１級,,3級","4point,12point","帯広開発建設部
助言　　　H18.7.25 A 0250",(株)ズコーシャ,"H18.7.12
H18.10.24"
