都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期,
北海道,"別海町,",道路計画,"基準点,基準点","１級,,３級","1point,5point",助言H21.6.29A0169北海道釧路支庁,北武コンサルタント(株),"H21.6.22
H21.12.10",
北海道,"幕別町,",道路計画,"基準点,座標変換,路線","３級,,３級,,","2point,1point,1km",助言H21.6.29A0170北海道十勝支庁,(株)シビテック,"H21.6.4
H21.9.30",
北海道,"中富良野町,上富良野町,",砂防計画,"基準点,基準点,撮影,数値図化","２級,,３級,,8000,,1000","3point,6point,13.5KM2,2KM2",助言H21.6.29A0171北海道上川支庁,(株)日興ジオテック,"H21.4.17
H21.9.10",
北海道,"豊富町,",土地改良,基準点,２級,3point,助言H21.6.30A0172稚内開発建設部,二水測量設計(株),"H21.6.19
H21.10.30",
北海道,"月形町,",土地改良,基準点,３級,32point,助言H21.6.30A0173北海道空知支庁,(株)ルーラルエンジニア,"H21.6.23
H21.6.23",
北海道,"七飯町,",河川用地,基準点,３級,2point,助言H21.6.30A0174北海道渡島支庁,(株)小林土木工業所,"H21.6.18
H21.8.19",
北海道,"赤井川村,",道路管理,"基準点,基準点","１級,,３級","3point,7point",助言H21.6.30A0175小樽開発建設部,HRS(株),"H21.5.13
H22.3.19",
北海道,"上川町,",道路用地,"基準点,基準点","１級,,３級","2point,1point",助言H21.6.30A0176旭川開発建設部,"(株)コンストラクションサ
ポート","H21.6.18
H21.8.19",
北海道,"鶴居村,",道路用地,"基準点,路線","３級,,","2point,0.1km",助言H21.6.30A0177北海道釧路支庁,(株)松木測量設計,"H21.6.18
H21.9.30",
北海道,"別海町,",土地改良,基準点,３級,2point,助言H21.7.1A0178釧路開発建設部,冨洋設計(株)   ,"H21.6.20
H21.11.10",
北海道,"枝幸町,",農道計画,"基準点,路線","３級,,","3point,0.2km",助言H21.7.1A0179北海道宗谷支庁,"(株)よしだ設計コンサルタン
ト","H21.6.18
H21.10.30",
北海道,"南富良野町,",道路計画,基準点,２級,6point,助言H21.7.1A0180旭川開発建設部,(株)ドボク管理,"H21.6.17
H21.11.20",
北海道,"士別市,",河川管理,"基準点,基準点","２級,,３級","1point,28point",助言H21.7.1A0181旭川開発建設部,北海道測量事業協同組合,"H21.6.24
H22.3.8",
北海道,"稚内市,",農道計画,基準点,３級,10point,助言H21.7.1A0182北海道宗谷支庁,(株)富士建設コンサル,"H21.6.24
H22.1.20",
北海道,"豊富町,",農道計画,基準点,３級,74point,助言H21.7.1A0183北海道宗谷支庁,新栄コンサルタント(株),"H21.4.28
H22.2.19",
北海道,"更別村,",河川計画,基準点,３級,7point,助言H21.7.6A0184北海道十勝支庁,東和工研(株),"H21.6.19
H21.8.31",
北海道,"由仁町,",土地改良,基準点,３級,16point,助言H21.7.6A0185北海道空知支庁,"(株)北海道農業建設コンサ
ルタント","H21.6.23
H22.3.10",
北海道,"由仁町,",土地改良,"基準点,基準点","３級,,４級","69point,202point",助言H21.7.6A0186北海道空知支庁,岩見沢測量設計(株),"H21.6.29
H22.3.2",
北海道,"滝川市,",ほ場整備,"基準点,路線","３級,,","9point,1.9km",助言H21.7.6A0187北海道空知支庁,新栄コンサルタント(株),"H21.6.25
H22.2.10",
北海道,"恵庭市,",河川計画,基準点,３級,10point,助言H21.7.6A0188北海道石狩支庁,明成コンサルタント(株),"H21.6.25
H22.2.26",
北海道,"富良野市,",都市計画,数値図化,2500,22.3KM2,助言H21.7.3A0189富良野市,(株)シン技術コンサル,"H21.6.24
H21.12.8",
北海道,"豊富町,",土地改良,基準点,２級,5point,助言H21.7.3A0190稚内開発建設部,(株)田西設計コンサル,"H21.6.29
H21.11.25",
北海道,"美唄市,",土地改良,基準点,３級,16point,助言H21.7.3A0191北海道空知支庁,嵯峨測量設計(株),"H21.6.26
H21.12.18",
北海道,"赤井川村,",道路台帳,"基準点,基準点","１級,,３級","1point,7point",助言H21.7.3A0192小樽開発建設部,スミセキ・ジオテクノ(株),"H21.6.10
H21.10.7",
北海道,"別海町,",道路用地,基準点,３級,1point,助言H21.7.3A0193北海道釧路支庁,北王設計コンサルタント(株),"H21.6.25
H21.8.20",
北海道,"東神楽町,",河川管理,基準点,３級,6point,助言H21.7.3A0194旭川開発建設部,都市計画(株),"H21.6.29
H21.8.28",
北海道,"新十津川町,",土地改良,基準点,３級,12point,助言H21.7.3A0195北海道空知支庁,"内外エンジニアリング北海
道(株)","H21.6.23
H22.2.26",
北海道,"新十津川町,",土地改良,基準点,３級,18point,助言H21.7.3A0196北海道空知支庁,(株)みずほ栄設計,"H21.6.24
H22.2.26",
北海道,"新十津川町,",土地改良,基準点,３級,16point,助言H21.7.3A0197北海道空知支庁,嵯峨測量設計(株),"H21.6.25
H22.2.26",
北海道,"猿払村,",河川管理,基準点,３級,2point,助言H21.7.3A0198北海道宗谷支庁,"パブリックコンサルタント
(株)","H21.6.27
H21.10.30",
北海道,"新篠津村,",土地改良,基準点,３級,6point,助言H21.7.7A0199北海道石狩支庁,(株)香島コンサルタント,"H21.6.26
H22.3.10",
北海道,"鷹栖町,",道路用地,"座標変換,標高補正","３級,,３級","4point,4point",助言H21.7.7A0200北海道上川支庁,(株)ヒロノ測建,"H21.6.27
H21.10.21",
北海道,"豊富町,",土地改良,基準点,２級,3point,助言H21.7.7A0201稚内開発建設部,(株)ドボク管理,"H21.6.1
H21.11.10",
北海道,"豊富町,",土地改良,基準点,２級,3point,助言H21.7.7A0202稚内開発建設部,五大建設コンサルタント(株),"H21.6.22
H21.9.30",
北海道,"石狩市,",道路計画,基準点,３級,4point,助言H21.7.8A0203札幌開発建設部,植田測量(株),"H21.7.24
H21.9.24",
北海道,"豊浦町,",農道計画,基準点,３級,2point,助言H21.7.8A0204北海道胆振支庁,(株)帝国設計事務所,"H21.6.26
H21.10.30",
北海道,"占冠村,",道路台帳,基準点,３級,8point,助言H21.7.8A0205旭川開発建設部,"パブリックコンサルタント
(株)","H21.6.27
H21.10.19",
北海道,"旭川市,",都市計画,基準点,街区多角点,2point,助言H21.7.8A0206旭川市,旭川・東光共同企業体,"H21.7.20
H21.10.30",
北海道,"枝幸町,",道路台帳,"基準点,基準点","１級,,３級","2point,8point",助言H21.7.8A0207稚内開発建設部,北海道測量事業協同組合,"H21.6.6
H21.11.6",
北海道,"新十津川町,",土地改良,基準点,３級,16point,助言H21.7.8A0208北海道空知支庁,技研測量設計(株),"H21.5.25
H22.3.10",
北海道,"秩父別町,",土地改良,基準点,３級,17point,助言H21.7.8A0209北海道空知支庁,"(株)北海道農業建設コンサ
ルタント","H21.6.30
H22.2.26",
北海道,"新十津川町,",土地改良,基準点,３級,8point,助言H21.7.8A0210北海道空知支庁,(株)北開測地,"H21.6.30
H22.2.10",
北海道,"滝川市,",土地改良,"基準点,路線","３級,,","4point,2.6km",助言H21.7.8A0211北海道空知支庁,"(株)よしだ設計コンサルタン
ト","H21.6.30
H22.2.10",
北海道,"滝川市,",ほ場整備,"基準点,基準点,路線","２級,,３級,,","5point,32point,4.8km",助言H21.7.8A0212北海道空知支庁,(株)創生コンサルタント,"H21.6.27
H22.3.10",
北海道,"赤井川村,",道路計画,基準点,３級,2point,助言H21.7.9A0213赤井川村,(株)シー・イー・サービス,"H21.7.6
H21.10.30",
北海道,"天塩町,",道路台帳,基準点,３級,4point,助言H21.7.9A0214留萌開発建設部,(株)ユニテック,"H21.7.2
H21.10.7",
北海道,"石狩市,当別町,新十津川町,",道路計画,基準点,２級,7point,助言H21.7.9A0215札幌開発建設部,建基コンサルタント(株),"H21.7.8
H21.10.23",
北海道,"雨竜町,",土地改良,基準点,３級,15point,助言H21.7.9A0216北海道空知支庁,"(株)アサヒ建設コンサルタン
ト","H21.7.1
H22.1.20",
北海道,"雨竜町,",土地改良,基準点,３級,7point,助言H21.7.9A0217北海道空知支庁,(株)ドボク管理,"H21.7.1
H21.12.18",
北海道,"雨竜町,",土地改良,基準点,３級,20point,助言H21.7.9A0218北海道空知支庁,(株)ルーラルエンジニア,"H21.7.1
H22.2.19",
北海道,"留寿都村,",道路台帳,"基準点,基準点","１級,,３級","2point,3point",助言H21.7.9A0219小樽開発建設部,北海道測量事業協同組合,"H21.7.16
H21.10.19",
北海道,"美瑛町,",河川管理,基準点,２級,3point,助言H21.7.9A0220旭川開発建設部,(株)アークス山上,"H21.7.10
H21.10.2",
北海道,"旭川市,愛別町,",河川管理,"基準点,基準点","２級,,３級","1point,17point",助言H21.7.9A0221旭川開発建設部,(株)富士建設コンサル,"H21.7.15
H21.11.20",
北海道,"南幌町,",河川管理,基準点,３級,17point,助言H21.7.9A0222石狩川開発建設部,千廣測量(株),"H21.6.8
H21.7.31",
北海道,"士別市,",道路台帳,基準点,２級,5point,助言H21.7.9A0223旭川開発建設部,明成コンサルタント(株),"H21.6.30
H21.12.14",
北海道,"厚岸町,",道路台帳,"基準点,基準点","１級,,３級","3point,10point",助言H21.7.9A0224釧路開発建設部,北海道測量事業協同組合,"H21.6.25
H21.12.7",
北海道,"根室市,",道路台帳,"基準点,基準点","１級,,３級","3point,24point",助言H21.7.9A0225釧路開発建設部,(株)ズコーシャ,"H21.6.25
H21.11.30   ",
北海道,"せたな町,",道路防災,基準点,３級,2point,助言H21.7.9A0226北海道渡島支庁,"(株)アサヒ建設コンサルタン
ト","H21.7.8
H21.10.30",
北海道,"岩見沢市,",土地改良,水準,３級,5km,助言H21.7.9A0227北海道空知支庁,"(株)富士雄設計コンサルタ
ント","H21.7.1
H21.8.31",
北海道,"滝川市,",ほ場整備,"基準点,路線","３級,,","9point,3.1km",助言H21.7.9A0228北海道空知支庁,益村測量設計(株),"H21.6.30
H22.3.10",
北海道,"滝川市,",ほ場整備,"基準点,路線","３級,,","18point,4.5km",助言H21.7.9A0229北海道空知支庁,(株)北開測地,"H21.6.30
H22.2.26",
北海道,"滝川市,",ほ場整備,"基準点,路線","３級,,","9point,2.4km",助言H21.7.9A0230北海道空知支庁,北海航測(株),"H21.6.30
H22.2.26",
北海道,"別海町,",農地開発,基準点,２級,5point,助言H21.7.9A0231釧路開発建設部,(株)農土コンサル,"H21.6.26
H21.11.17",
北海道,"厚岸町,釧路町,",道路計画,"撮影,数値図化","8000,,1000","28.6KM2,5.7KM2",助言H21.7.9A0232釧路開発建設部,(株)八州,"H21.5.21
H21.12.15",
北海道,"新篠津村,",土地改良,"基準点,平板","３級,,1000","4point,0.3KM2",助言H21.7.9A0233北海道石狩支庁,北日本測地(株),"H21.7.3
H22.3.10",
北海道,"札幌市,",都市再生街区基本調査,基準点,街区点,0.7KM2,助言H21.7.9A0234土地･水資源局国土調査課,エル・山調共同企業体,"H21.6.24
H22.1.26",
北海道,"札幌市,",都市再生街区基本調査,基準点,街区点,0.7KM2,助言H21.7.9A0235土地･水資源局国土調査課,(株)シン技術コンサル,"H21.6.24
H22.1.15",
北海道,"札幌市,",都市再生街区基本調査,基準点,街区点,0.7KM2,助言H21.7.9A0236土地･水資源局国土調査課,"ユニオン・タケカワ共同企業
体","H21.6.24
H22.2.2",
北海道,"旭川市,",都市再生街区基本調査,基準点,街区点,0.8KM2,助言H21.7.9A0237土地･水資源局国土調査課,"(株)アサヒ建設コンサルタン
ト","H21.6.24
H22.2.15",
北海道,"旭川市,",都市再生街区基本調査,基準点,街区点,0.8KM2,助言H21.7.9A0238土地･水資源局国土調査課,旭川・東光共同企業体,"H21.6.23
H22.2.22",
北海道,"旭川市,",都市再生街区基本調査,基準点,街区点,0.8KM2,助言H21.7.9A0239土地･水資源局国土調査課,(株)富士建設コンサル,"H21.6.30
H22.2.17",
北海道,"旭川市,",都市再生街区基本調査,基準点,街区点,0.8KM2,助言H21.7.9A0240土地･水資源局国土調査課,イズム・日興共同企業体,"H21.6.25
H22.2.15",
北海道,"旭川市,",都市再生街区基本調査,基準点,街区点,0.8KM2,助言H21.7.9A0241土地･水資源局国土調査課,新栄コンサルタント(株),"H21.6.25
H22.2.15",
北海道,"旭川市,",都市再生街区基本調査,基準点,街区点,0.8KM2,助言H21.7.9A0242土地･水資源局国土調査課,協和・荒木共同企業体,"H21.6.30
H22.2.15",
北海道,"旭川市,",都市再生街区基本調査,基準点,街区点,0.8KM2,助言H21.7.9A0243土地･水資源局国土調査課,(株)ダイイチプラニング,"H21.6.30
H22.2.22",
北海道,"赤井川村,",道路用地,基準点,３級,1point,助言H21.7.10A0244赤井川村,HRS(株),"H21.6.25
H21.8.30",
北海道,"洞爺湖町,",道路管理,"基準点,基準点","１級,,２級","2point,3point",助言H21.7.10A0245室蘭開発建設部,(株)胆振,"H21.7.16
H21.12.6",
北海道,"日高町,",河川計画,"基準点,基準点,カラー撮影,数値図化,航空レーザ","１級,,３級,,8000,,1000,,1000","3point,12point,9.5KM2,1.2KM2,2.7KM2",助言H21.7.10A0246北海道胆振支庁,(株)タナカコンサルタント,"H21.6.17
H21.11.30",
北海道,"別海町,",土地改良,基準点,２級,5point,助言H21.7.10A0247釧路開発建設部,(株)フロンティア技研,"H21.7.3
H21.10.30",
北海道,"豊富町,",農道計画,基準点,３級,64point,助言H21.7.14A0248北海道宗谷支庁,パブリックコンサルタント,"H21.7.4
H22.2.19",
北海道,"新十津川町,",ほ場整備,基準点,３級,30point,助言H21.7.14A0249北海道空知支庁,(株)ルーラルエンジニア,"H21.7.3
H22.3.10",
北海道,"白老町,",河川用地,"基準点,基準点","１級,,３級","5point,8point",助言H21.7.14A0251白老町,(株)タナカコンサルタント,"H21.7.27
H22.2.26",
北海道,"新得町,",農道計画,路線,,1.1km,助言H21.7.14A0252北海道十勝支庁,東和工研(株),"H21.7.3
H22.1.20",
北海道,"標茶町,",下水道計画,基準点,３級,10point,助言H21.7.14A0253標茶町,佐藤測量建設設計事務所,"H21.6.22
H21.9.30",
北海道,"石狩市,",河川用地,基準点,３級,1point,助言H21.7.14A0254北海道石狩支庁,(株)ケイジー技研,"H21.7.3
H21.9.30",
北海道,"江別市,",道路計画,基準点,３級,1point,助言H21.7.14A0255北海道石狩支庁,(株)アイネス,"H21.6.19
H22.3.31",
北海道,"帯広市,音更町,士幌町,",河川管理,"基準点,基準点","１級,,２級","6point,3point",助言H21.7.14A0256帯広開発建設部,(株)土木技術コンサルタント,"H21.7.4
H21.11.25",
北海道,"鹿追町,",土地改良,基準点,３級,2point,助言H21.7.14A0257帯広開発建設部,NTCコンサルタンツ(株),"H21.6.27
H21.12.2",
北海道,"厚沢部町,",土地改良,"基準点,基準点","２級,,３級","1point,13point",助言H21.7.14A0258北海道檜山支庁,(株)ルーラルエンジニア,"H21.7.1
H21.10.1",
北海道,"雄武町,",土地改良,"基準点,基準点","２級,,３級","5point,56point",助言H21.7.14A0259北海道網走支庁,(株)ルーラルエンジニア,"H21.7.4
H22.2.19",
北海道,"釧路町,",道路用地,"基準点,基準点","２級,,３級","1point,1point",助言H21.7.14A0260北海道釧路支庁,(有)金子設計事務所,"H21.7.8
H21.9.30",
北海道,"上川町,",道路台帳,"基準点,基準点","１級,,２級","1point,3point",助言H21.7.14A0261旭川開発建設部,北海道測量事業協同組合,"H21.7.8
H21.10.12",
北海道,"清里町,",道路計画,基準点,２級,6point,助言H21.7.14A0262北海道網走支庁,(株)北杜設計,"H21.7.7
H22.1.20",
北海道,"登別市,",下水道台帳,"基準点,基準点","１級,,３級","3point,9point",助言H21.7.14A0263登別市,(株)伸栄コンサル,"H21.7.10
H21.10.30",
北海道,"旭川市,",道路管理,"基準点,基準点","１級,,２級","1point,1point",助言H21.7.14A0264北海道上川支庁,(株)協和コンサルタント,"H21.7.9
H21.10.14",
北海道,"深川市,",土地改良,基準点,３級,16point,助言H21.7.14A0265北海道空知支庁,北海道調査補償(株),"H21.7.15
H22.3.10",
