都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期
北海道,"厚沢部町,",ほ場整備,基準点,３級,3point,助言H20.7.7A0171北海道檜山支庁,"(株)北海道農業建設コンサルタ
ント","H20.7.3
H21.2.20"
北海道,"洞爺湖町,",道路用地,"基準点,基準点,基準点","２級,,３級,,４級","4point,7point,85point",助言H20.7.7A0172北海道胆振支庁,日章測量設計(株),"H20.7.3
H20.11.19"
北海道,"新得町,",砂防計画,基準点,３級,5point,助言H20.7.7A0173北海道十勝支庁,(有)石丸測量社,"H20.7.4
H20.9.30"
北海道,"北斗市,",砂防計画,"基準点,基準点","１級,,３級","2point,5point",助言H20.7.7A0174北海道渡島支庁,(株)北海道技術コンサルタント,"H20.7.1
H20.7.18"
北海道,"旭川市,",道路管理,基準点,３級,4point,助言H20.7.7A0175北海道上川支庁,(株)国策測量設計,"H20.7.3
H20.9.10"
北海道,"稚内市,",道路用地,基準点,３級,2point,助言H20.7.7A0176北海道宗谷支庁,新栄コンサルタント(株),"H20.7.3
H20.9.10"
北海道,"富良野市,",道路計画,基準点,３級,4point,助言H20.7.7A0177北海道上川支庁,新和測量(株),"H20.7.4
H20.12.10"
北海道,"士別市,",道路計画,基準点,３級,5point,助言H20.7.7A0178北海道旭川土木現業所,大地コンサルタント(株),"H20.7.14
H20.11.20"
北海道,"豊富町,",農地開発,基準点,２級,3point,助言H20.7.7A0179稚内開発建設部稚内農業事務所,(株)田西設計コンサル,"H20.6.30
H20.8.30"
北海道,"北斗市,七飯町,",農地開発,基準点,３級,9point,助言H20.7.7A0180函館開発建設部,(株)イーエス総合研究所,"H20.7.4
H20.12.12"
北海道,"江別市,",道路用地,基準点,３級,1point,助言H20.7.8A0181北海道石狩支庁,植田測量(株),"H20.7.5
H20.10.10"
北海道,"函館市,",道路防災,基準点,３級,3point,助言H20.7.8A0182北海道渡島支庁,(株)東鵬開発,"H20.7.5
H20.8.30"
北海道,"芽室町,",道路管理,座標変換,３級,12point,助言H20.7.11A0183北海道十勝支庁,(株)開発調査研究所,"H20.7.5
H20.8.15"
北海道,"寿都町,",砂防計画,"基準点,撮影,数値図化,水準","３級,,8000,,1000,,３級","3point,2.7KM2,0.4KM2,0.9km",助言H20.7.8A0184北海道後志支庁,(株)シン技術コンサル,"H20.7.4
H20.11.28"
北海道,"富良野市,",河川管理,基準点,３級,5point,助言H20.7.11A0185北海道上川支庁,(株)シン技術コンサル,"H20.7.5
H20.12.1"
北海道,"壮瞥町,",土地改良,基準点,３級,4point,助言H20.7.11A0186北海道胆振支庁,沼田測量設計(株),"H20.7.14
H20.8.29"
北海道,"伊達市,",土地改良,"基準点,路線","３級,,","10point,8.2km",助言H20.7.15A0187北海道胆振支庁,"内外エンジニアリング北海道
(株)","H20.6.25
H21.2.20"
北海道,"上湧別町,",農地開発,"基準点,成果改算","３級,,２級","3point,2point",助言H20.7.15A0188網走開発建設部北見農業事務所,サン技術コンサルタント(株),"H20.7.14
H20.12.10"
北海道,"旭川市,",道路計画,基準点,２級,13point,助言H20.7.15A0189北海道上川支庁,(株)イズム・グリーン,"H20.7.8
H21.1.30"
北海道,"日高町,平取町,",河川用地,"基準点,座標変換","３級,,２級","3point,5point",助言H20.7.15A0190室蘭開発建設部,(株)伸栄コンサル,"H20.7.14
H20.9.16"
北海道,"平取町,",河川管理,"基準点,水準","１級,,３級","7point,24.3km",助言H20.7.16A0191室蘭開発建設部,(株)福田水文センター,"H20.7.5
H20.9.30"
北海道,"厚沢部町,江差町,",河川計画,基準点,２級,5point,助言H20.7.16A0192北海道渡島支庁,(株)ドーコン,"H20.7.7
H20.12.9"
北海道,"旭川市,東神楽町,",空港管理,"基準点,水準","２級,,２級","2point,10km",助言H20.7.16A0193旭川市,(株)石田測量事務所,"H20.7.8
H20.8.20"
北海道,"津別町,",道路用地,"基準点,基準点","１級,,３級","1point,2point",助言H20.7.18A0194北海道網走支庁,(株)アラソフトウェア,"H20.7.14
H20.12.1"
北海道,"京極町,",土地改良,基準点,３級,7point,助言H20.7.18A0195北海道後志支庁,(株)よしだ設計コンサルタント,"H20.7.9
H21.3.10"
北海道,"登別市,",道路用地,"基準点,基準点","１級,,３級","2point,2point",助言H20.7.18A0196北海道胆振支庁,(株)菅原測量設計,"H20.7.8
H20.11.7"
北海道,"北広島市,",道路用地,基準点,３級,3point,助言H20.7.18A0197北広島市,東和コンサルタント(株),"H20.7.14
H20.9.10"
北海道,"岩見沢市,",土地改良,基準点,３級,21point,助言H20.7.18A0198北海道空知支庁,北日本測地(株),"H20.7.9
H21.3.2"
北海道,"豊富町,",農地開発,基準点,２級,6point,助言H20.7.18A0199稚内開発建設部稚内農業事務所,二水測量設計(株),"H20.7.1
H21.1.28"
北海道,"豊富町,",農地開発,基準点,２級,4point,助言H20.7.18A0200稚内開発建設部稚内農業事務所,(株)アリヤス設計コンサルタント,"H20.7.22
H21.1.30"
北海道,"江別市,",土地改良,"基準点,路線","３級,,","5point,0.9km",助言H20.7.24A0201北海道石狩支庁,(株)よしだ設計コンサルタント,"H20.7.8
H21.1.20"
北海道,"南富良野町,",道路用地,"基準点,座標変換","２級,,２級","3point,2point",助言H20.7.18A0202北海道上川支庁,(株)阿部工測,"H20.7.10
H20.8.31"
北海道,"北斗市,",土地改良,基準点,３級,14point,助言H20.7.18A0203北海道渡島支庁,"北海道土地改良事業団体連合
会","H20.7.22
H20.8.29"
北海道,"厚岸町,",港湾管理,基準点,２級,2point,助言H20.7.18A0204釧路開発建設部,(株)郡土木コンサルタント,"H20.7.10
H20.8.29"
北海道,"七飯町,北斗市,",土地改良,"基準点,基準点","１級,,３級","1point,12point",助言H20.7.18A0205函館開発建設部,(株)フロンティア技研,"H20.7.11
H20.12.12"
北海道,"旭川市,",都市計画,"基準点,基準点","２級,,３級","1point,4point",助言H20.7.22A0206旭川市,富士・ダイイチ共同企業体,"H20.7.11
H20.8.31"
北海道,"七飯町,北斗市,",土地改良,"基準点,基準点","１級,,３級","3point,8point",助言H20.7.22A0207函館開発建設部,(株)ドボク管理,"H20.7.2
H20.11.28"
北海道,"由仁町,",都市計画,基準点,３級,34point,助言H20.7.22A0208由仁町,グローバル設計(株),"H20.7.10
H21.2.23"
北海道,"比布町,",土地改良,基準点,４級,12point,助言H20.7.22A0209北海道上川支庁,(株)国策測量設計,"H20.7.10
H20.12.10"
北海道,"遠別町,",道路防災,基準点,３級,4point,助言H20.7.22A0210北海道留萌支庁,(株)アリヤス設計コンサルタント,"H20.7.14
H20.9.30"
北海道,"千歳市,",道路管理,基準点,３級,5point,助言H20.7.22A0211千歳市,(株)池田測量設計,"H20.7.15
H20.11.28"
北海道,"小樽市,",砂防計画,基準点,３級,1point,助言H20.7.22A0212北海道小樽土木現業所,(株)シン技術コンサル,"H20.7.12
H20.8.10"
北海道,"深川市,",農道計画,基準点,３級,10point,助言H20.7.30A0213北海道空知支庁,(株)ルーラルエンジニア,"H20.7.22
H20.9.30"
北海道,"士幌町,",道路計画,"基準点,路線","３級,,","8point,6.3km",助言H20.7.23A0214帯広開発建設部帯広道路事務所,(株)ドボク管理,"H20.7.10
H20.12.10"
北海道,"厚真町,",土地改良,"基準点,基準点,座標変換","３級,,４級,,２級","31point,110point,12point",助言H20.7.23A0215北海道胆振支庁,(株)伸栄コンサル,"H20.7.12
H21.3.19"
北海道,"雨竜町,",土地改良,基準点,３級,3point,助言H20.7.23A0216北海道空知支庁,"内外エンジニアリング北海道
(株)","H20.7.11
H20.7.31"
北海道,"下川町,",土地改良,基準点,３級,4point,助言H20.7.23A0217北海道上川支庁,旭川設計測量(株),"H20.4.11
H21.1.30"
北海道,"江差町,厚沢部町,",河川計画,基準点,２級,5point,助言H20.7.24A0218北海道渡島支庁,和光技研(株),"H20.7.22
H20.12.19"
北海道,"恵庭市,",土地改良,基準点,２級,5point,助言H20.7.24A0219恵庭市,テーエス測量設計(株),"H20.7.15
H20.8.29"
北海道,"日高町,苫小牧市,",道路計画,"撮影,数値図化,水準,空三","8000,,1000,,簡級,,1000","9.2KM2,1.2KM2,4.6km,7M",助言H20.7.22A0220室蘭開発建設部,国際航業(株),"H20.7.23
H20.12.15"
北海道,"別海町,",農道計画,基準点,３級,3point,助言H20.7.30A0221北海道根室支庁,小林技術コンサルタント(株),"H20.7.2
H20.12.19"
北海道,"新篠津村,",ほ場整備,基準点,３級,13point,助言H20.7.24A0222北海道石狩支庁,(株)東亜エンジニアリング,"H20.6.13
H20.12.1"
北海道,"中札内村,",土地改良,基準点,１級,2point,助言H20.7.25A0223帯広開発建設部,NTCコンサルタンツ(株),"H20.7.15
H20.12.4"
北海道,"別海町,",土地改良,基準点,３級,3point,助言H20.7.30A0224北海道釧路支庁,(株)小出コンサルタント,"H20.7.17
H20.9.30"
北海道,"北広島市,",廃棄物処理施設測量調査,"基準点,基準点","３級,,４級","2point,18point",助言H20.7.28A0225北広島市   ,日建コンサルタント(株),"H20.7.28
H20.9.22"
北海道,"士幌町,上士幌町,",土地改良,基準点,３級,2point,助言H20.7.25A0226帯広開発建設部,冨洋設計(株),"H20.7.15
H20.10.28"
北海道,"美瑛町,",農道計画,基準点,３級,9point,助言H20.7.25A0227北海道上川支庁,やまざきコンサルタント(株),"H20.7.16
H21.1.30"
北海道,"せたな町,",地すべり対,基準点,３級,2point,助言H20.7.25A0228北海道渡島支庁,(株)東鵬開発,"H20.7.17
H20.8.30"
北海道,"北竜町,雨竜町,",土地改良,基準点,３級,2point,助言H20.7.25A0229北海道空知支庁,(株)ルーラルエンジニア,"H20.7.18
H21.1.9"
北海道,"石狩市,",土地改良,"基準点,基準点","３級,,４級","11point,32point",助言H20.7.25A0230北海道石狩支庁,(株)協和コンサルタント,"H20.7.18
H21.3.10"
北海道,"札幌市,",水質保全,"基準点,基準点","２級,,３級","1point,5point",助言H20.7.25A0231札幌市水道局,(株)エル技術コンサルタント,"H20.7.19
H20.9.22"
北海道,"蘭越町,",土地改良,基準点,３級,2point,助言H20.7.25A0232北海道後志支庁,(株)みずほ栄設計,"H20.7.19
H21.3.19"
北海道,"倶知安町,",道路管理,基準点,３級,5point,助言H20.7.25A0233倶知安町,(株)シビテック,"H20.7.19
H20.10.10"
北海道,"北斗市,",土地改良,"基準点,基準点","１級,,３級","2point,13point",助言H20.7.25A0234函館開発建設部,冨洋設計(株),"H20.7.18
H21.1.16"
北海道,"上士幌町,",道路計画,"基準点,基準点","１級,,３級","2point,7point",助言H20.7.25A0235北海道十勝支庁,(株)安井測量設計事務所,"H20.5.26
H21.2.20"
北海道,"大樹町,",河川計画,"基準点,基準点","１級,,３級","4point,9point",助言H20.7.25A0236北海道十勝支庁,北武コンサルタント(株),"H20.7.22
H20.8.28"
北海道,"別海町,",道路管理,基準点,３級,7point,助言H20.8.12A0237別海町,岩浅測量設計(有),"H20.7.11
H20.10.30"
北海道,"苫前町,",道路計画,基準点,３級,5point,助言H20.7.28A0238北海道留萌支庁,小杉測量設計(株),"H20.7.8
H20.12.19"
北海道,"当別町,",土地改良,基準点,３級,1point,助言H20.7.30A0239北海道石狩支庁,北日本測地(株),"H20.7.23
H20.10.30"
北海道,"蘭越町,",砂防計画,"基準点,基準点","１級,,３級","3point,3point",助言H20.7.28A0240北海道後志支庁,北山測量設計(株),"H20.7.22
H20.9.30"
北海道,"小樽市,",道路用地,基準点,３級,4point,助言H20.7.28A0241小樽開発建設部,(株)アイネス,"H20.7.28
H20.8.15"
北海道,"北斗市,",土地改良,"基準点,基準点","１級,,３級","1point,9point",助言H20.7.30A0242函館開発建設部,冨洋設計(株),"H20.7.23
H20.12.19"
北海道,"今金町,",河川防災,基準点,３級,2point,助言H20.7.30A0243北海道函館土木現業所,(株)北海道技術コンサルタント,"H20.7.24
H20.12.19"
北海道,"音更町,",土地改良,"基準点,座標変換,座標変換","３級,,２級,,３級","11point,3point,3point",助言H20.7.31A0244北海道十勝支庁,北王コンサルタント(株),"H20.7.31
H21.1.10"
北海道,"北斗市,",道路用地,基準点,３級,2point,助言H20.7.30A0245函館開発建設部,(株)リージャスト,"H20.7.23
H20.9.16"
北海道,"遠軽町,",道路計画,"基準点,基準点","１級,,３級","2point,2point",助言H20.7.30A0246北海道網走支庁,益村測量設計(株),"H20.6.25
H20.12.25"
北海道,"猿払村,",農道計画,基準点,３級,7point,助言H20.7.31A0247北海道宗谷支庁,パブリックコンサルタント(株),"H20.7.25
H21.1.30"
北海道,"豊富町,",農地開発,基準点,３級,3point,助言H20.7.31A0248稚内開発建設部稚内農業事務所,中央開発(株),"H20.6.27
H21.1.30"
北海道,"豊頃町,",道路計画,基準点,３級,5point,助言H20.7.31A0249北海道十勝支庁,(株)開発調査研究所,"H20.7.24
H21.2.20"
北海道,"雄武町,",河川計画,基準点,３級,7point,助言H20.8.1A0250北海道網走支庁,(株)北杜設計,"H20.7.23
H20.9.19"
北海道,"弟子屈町,",道路用地,基準点,３級,1point,助言H20.8.1A0251北海道釧路支庁,(有)大東測量,"H20.7.17
H20.9.30"
北海道,"南富良野町,",道路用地,"基準点,基準点","１級,,２級","1point,1point",助言H20.8.1A0252北海道上川支庁,(株)ダイイチプラニング,"H20.7.26
H20.10.22"
北海道,"上士幌町,",土地改良,基準点,３級,3point,助言H20.8.5A0253帯広開発建設部,(株)三祐コンサルタンツ,"H20.7.28
H21.3.25"
北海道,"真狩村,",ほ場整備,基準点,３級,7point,助言H20.8.5A0254小樽開発建設部,(株)ランドプランニング,"H20.7.24
H21.3.13"
北海道,"真狩村,",ほ場整備,基準点,３級,5point,助言H20.8.5A0255小樽開発建設部,サン技術コンサルタント(株),"H20.7.24
H21.3.13"
北海道,"浜中町,",道路用地,基準点,３級,7point,助言H20.8.5A0256北海道釧路支庁,小林技術コンサルタント(株),"H20.7.17
H20.11.28"
北海道,"室蘭市,",河川計画,基準点,３級,7point,助言H20.8.5A0257北海道胆振支庁,(株)シン技術コンサル,"H20.8.4
H20.12.22"
北海道,"稚内市,",道路計画,基準点,３級,26point,助言H20.8.5A0258北海道宗谷支庁,(株)よしだ設計コンサルタント,"H20.7.30
H21.1.30"
北海道,"新得町,",道路計画,"基準点,基準点","２級,,３級","3point,5point",助言H20.8.5A0259北海道十勝支庁,(株)中央エンジニア,"H20.6.18
H20.10.30"
北海道,"新得町,",道路計画,"基準点,基準点","２級,,３級","2point,8point",助言H20.8.5A0260北海道十勝支庁,(有)新東測量設計社,"H20.8.11
H20.10.30"
北海道,"三笠市,",道路計画,"基準点,基準点","１級,,４級","1point,17point",助言H20.8.6A0261北海道石狩支庁,パブリックコンサルタント(株),"H20.7.30
H21.1.30"
北海道,"占冠村,",道路管理,基準点,１級,2point,助言H20.8.12A0262北海道上川支庁,(株)シー・イー・サービス,"H20.8.18
H21.1.20"
北海道,"長沼町,",農道計画,"基準点,路線","３級,,","8point,1.1km",助言H20.8.6A0263北海道空知支庁,(株)みずほ栄設計,"H20.7.29
H20.10.10"
北海道,"枝幸町,",道路台帳,"基準点,基準点","１級,,３級","2point,7point",助言H20.8.6A0264稚内開発建設部,北海道測量事業協同組合,"H20.7.4
H20.11.20"
北海道,"豊富町,",道路計画,基準点,３級,4point,助言H20.8.7A0265北海道宗谷支庁,北海道キング設計(株),"H20.8.7
H20.10.31"
北海道,"別海町,",土地改良,基準点,２級,5point,助言H20.8.7A0266釧路開発建設部,(株)フロンティア技研,"H20.8.1
H20.11.18"
北海道,"南富良野町,",道路計画,"基準点,基準点","１級,,３級","2point,1point",助言H20.8.7A0267北海道上川支庁,(株)アサヒ建設コンサルタント,"H20.7.11
H21.1.13"
